,time,abs
0,       0.5,  0.009427
1,    0.6667,    0.0121
2,    0.8333,   0.01494
3,         1,   0.02128
4,     1.167,   0.02078
5,     1.333,   0.02708
6,       1.5,   0.02874
7,     1.667,   0.03155
8,     1.833,   0.03615
9,         2,   0.03718
10,     2.167,   0.04097
11,     2.333,   0.04456
12,       2.5,   0.04836
13,     2.667,   0.05252
14,     2.833,   0.05621
15,         3,   0.05921
16,     3.167,    0.0619
17,     3.333,   0.06518
18,       3.5,   0.06778
19,     3.667,   0.07332
20,     3.833,   0.07525
21,         4,   0.07898
22,     4.167,   0.08024
23,     4.333,   0.08472
24,       4.5,    0.0895
25,     4.667,   0.08926
26,     4.833,   0.09304
27,         5,   0.09876
28,     5.167,    0.1012
29,     5.333,     0.104
30,       5.5,    0.1084
31,     5.667,    0.1108
32,     5.833,    0.1139
33,         6,    0.1177
34,     6.167,    0.1202
35,     6.333,    0.1248
36,       6.5,    0.1267
37,     6.667,    0.1301
38,     6.833,     0.133
39,         7,    0.1366
40,     7.167,    0.1407
41,     7.333,    0.1433
42,       7.5,    0.1456
43,     7.667,    0.1493
44,     7.833,    0.1534
45,         8,    0.1544
46,     8.167,    0.1572
47,     8.333,    0.1632
48,       8.5,    0.1666
49,     8.667,    0.1692
50,     8.833,    0.1729
51,         9,    0.1776
52,     9.167,    0.1756
53,     9.333,    0.1816
54,       9.5,    0.1838
55,     9.667,    0.1892
56,     9.833,    0.1925
57,        10,    0.1953
58,     10.17,    0.1985
59,     10.33,    0.2014
60,      10.5,    0.2034
61,     10.67,    0.2098
62,     10.83,    0.2115
63,        11,    0.2147
64,     11.17,    0.2159
65,     11.33,    0.2206
66,      11.5,    0.2242
67,     11.67,    0.2264
68,     11.83,    0.2283
69,        12,    0.2319
70,     12.17,    0.2374
71,     12.33,    0.2395
72,      12.5,    0.2432
73,     12.67,    0.2461
74,     12.83,    0.2467
75,        13,    0.2516
76,     13.17,    0.2546
77,     13.33,    0.2574
78,      13.5,    0.2608
79,     13.67,    0.2633
80,     13.83,    0.2679
81,        14,    0.2708
82,     14.17,    0.2742
83,     14.33,    0.2772
84,      14.5,     0.279
85,     14.67,    0.2841
86,     14.83,    0.2891
87,        15,    0.2912
88,     15.17,    0.2943
89,     15.33,    0.2979
90,      15.5,     0.298
91,     15.67,    0.3019
92,     15.83,    0.3064
93,        16,    0.3104
94,     16.17,    0.3111
95,     16.33,    0.3152
96,      16.5,    0.3177
97,     16.67,    0.3212
98,     16.83,    0.3241
99,        17,    0.3289
100,     17.17,    0.3325
101,     17.33,    0.3343
102,      17.5,    0.3382
103,     17.67,    0.3408
104,     17.83,     0.345
105,        18,    0.3478
106,     18.17,      0.35
107,     18.33,    0.3515
108,      18.5,    0.3553
109,     18.67,    0.3594
110,     18.83,    0.3629
111,        19,    0.3656
112,     19.17,    0.3699
113,     19.33,    0.3695
114,      19.5,     0.375
115,     19.67,      0.38
116,     19.83,    0.3839
117,        20,    0.3841
118,     20.17,    0.3891
119,     20.33,    0.3918
120,      20.5,    0.3915
121,     20.67,     0.399
122,     20.83,    0.3984
123,        21,    0.4016
124,     21.17,    0.4048
125,     21.33,    0.4136
126,      21.5,    0.4147
127,     21.67,    0.4164
128,     21.83,    0.4162
129,        22,    0.4204
130,     22.17,    0.4242
131,     22.33,    0.4292
132,      22.5,    0.4309
133,     22.67,    0.4338
134,     22.83,    0.4353
135,        23,    0.4384
136,     23.17,    0.4419
137,     23.33,    0.4462
138,      23.5,    0.4492
139,     23.67,    0.4499
140,     23.83,    0.4546
141,        24,    0.4586
142,     24.17,    0.4625
143,     24.33,    0.4629
144,      24.5,    0.4641
145,     24.67,    0.4699
146,     24.83,    0.4749
147,        25,    0.4773
148,     25.17,    0.4778
149,     25.33,    0.4827
150,      25.5,    0.4862
151,     25.67,     0.487
152,     25.83,    0.4937
153,        26,    0.4948
154,     26.17,    0.4995
155,     26.33,    0.5023
156,      26.5,    0.5032
157,     26.67,     0.508
158,     26.83,    0.5077
159,        27,    0.5145
160,     27.17,    0.5174
161,     27.33,    0.5177
162,      27.5,    0.5226
163,     27.67,    0.5268
164,     27.83,    0.5265
165,        28,    0.5303
166,     28.17,    0.5331
167,     28.33,    0.5377
168,      28.5,    0.5396
169,     28.67,     0.545
170,     28.83,    0.5478
171,        29,    0.5487
172,     29.17,    0.5512
173,     29.33,    0.5588
174,      29.5,    0.5573
175,     29.67,    0.5618
176,     29.83,    0.5664
177,        30,    0.5657
178,     30.17,    0.5723
179,     30.33,    0.5779
180,      30.5,    0.5761
181,     30.67,    0.5793
182,     30.83,    0.5826
183,        31,    0.5834
184,     31.17,      0.59
185,     31.33,     0.593
186,      31.5,    0.5953
187,     31.67,    0.5956
188,     31.83,    0.6011
189,        32,    0.6022
190,     32.17,    0.6029
191,     32.33,    0.6078
192,      32.5,    0.6165
193,     32.67,    0.6189
194,     32.83,    0.6172
195,        33,    0.6231
