,time,abs
0,       0.5,  0.001753
1,    0.6667, 0.0008555
2,    0.8333,  0.004127
3,         1, 0.0009373
4,     1.167,  0.003183
5,     1.333,  0.004088
6,       1.5,   0.00564
7,     1.667,  0.005021
8,     1.833,  0.005621
9,         2,   0.00781
10,     2.167,  0.006388
11,     2.333,   0.00688
12,       2.5,  0.007983
13,     2.667,  0.005628
14,     2.833,   0.00658
15,         3,  0.009452
16,     3.167,  0.007866
17,     3.333,  0.009898
18,       3.5,   0.01018
19,     3.667,   0.00926
20,     3.833,  0.009876
21,         4,   0.01123
22,     4.167,   0.01112
23,     4.333,   0.01067
24,       4.5,   0.01204
25,     4.667,   0.01058
26,     4.833,   0.01326
27,         5,   0.01504
28,     5.167,   0.01468
29,     5.333,   0.01557
30,       5.5,   0.01614
31,     5.667,   0.01446
32,     5.833,   0.01485
33,         6,   0.01657
34,     6.167,   0.01814
35,     6.333,   0.01629
36,       6.5,   0.01806
37,     6.667,   0.01934
38,     6.833,   0.01932
39,         7,   0.01948
40,     7.167,   0.02111
41,     7.333,   0.02104
42,       7.5,   0.02184
43,     7.667,   0.02169
44,     7.833,    0.0217
45,         8,    0.0236
46,     8.167,   0.02252
47,     8.333,   0.02411
48,       8.5,   0.02397
49,     8.667,   0.02516
50,     8.833,   0.02419
51,         9,    0.0243
52,     9.167,    0.0267
53,     9.333,   0.02704
54,       9.5,   0.02697
55,     9.667,   0.02869
56,     9.833,   0.02981
57,        10,    0.0311
58,     10.17,   0.03026
59,     10.33,   0.02949
60,      10.5,    0.0302
61,     10.67,   0.03219
62,     10.83,   0.03029
63,        11,   0.03143
64,     11.17,   0.03313
65,     11.33,   0.03205
66,      11.5,   0.03217
67,     11.67,   0.03523
68,     11.83,   0.03301
69,        12,   0.03513
70,     12.17,   0.03555
71,     12.33,   0.03374
72,      12.5,   0.03598
73,     12.67,   0.03414
74,     12.83,   0.03521
75,        13,   0.03773
76,     13.17,   0.03881
77,     13.33,   0.03831
78,      13.5,   0.03689
79,     13.67,   0.03839
80,     13.83,    0.0419
81,        14,   0.04015
82,     14.17,    0.0423
83,     14.33,   0.04189
84,      14.5,   0.04257
85,     14.67,   0.04175
86,     14.83,   0.04212
87,        15,   0.04332
88,     15.17,   0.04396
89,     15.33,   0.04281
90,      15.5,   0.04498
91,     15.67,   0.04475
92,     15.83,   0.04566
93,        16,   0.04593
94,     16.17,   0.04633
95,     16.33,   0.04675
96,      16.5,   0.04732
97,     16.67,   0.04612
98,     16.83,   0.04854
99,        17,   0.04773
100,     17.17,   0.04767
101,     17.33,   0.05017
102,      17.5,   0.05105
103,     17.67,   0.05032
104,     17.83,   0.05076
105,        18,   0.05291
106,     18.17,   0.05211
107,     18.33,   0.05151
108,      18.5,   0.05226
109,     18.67,   0.05287
110,     18.83,   0.05233
111,        19,   0.05482
112,     19.17,   0.05522
113,     19.33,   0.05636
114,      19.5,   0.05487
115,     19.67,   0.05608
116,     19.83,   0.05519
117,        20,   0.05566
118,     20.17,   0.05714
119,     20.33,   0.05897
120,      20.5,   0.05875
121,     20.67,   0.05959
122,     20.83,   0.06122
123,        21,   0.05968
124,     21.17,   0.06214
125,     21.33,   0.06201
126,      21.5,   0.06122
127,     21.67,    0.0621
128,     21.83,   0.06158
129,        22,   0.06448
130,     22.17,   0.06395
131,     22.33,   0.06457
132,      22.5,   0.06368
133,     22.67,   0.06237
134,     22.83,   0.06493
135,        23,   0.06693
136,     23.17,   0.06572
137,     23.33,   0.06671
138,      23.5,   0.06811
139,     23.67,   0.06694
140,     23.83,   0.06664
141,        24,    0.0692
142,     24.17,   0.07055
143,     24.33,   0.06784
144,      24.5,    0.0707
145,     24.67,    0.0693
146,     24.83,   0.07108
147,        25,   0.07076
148,     25.17,    0.0725
149,     25.33,   0.07355
150,      25.5,   0.07375
151,     25.67,   0.07499
152,     25.83,    0.0728
153,        26,   0.07628
154,     26.17,   0.07397
155,     26.33,   0.07557
156,      26.5,   0.07503
157,     26.67,   0.07546
158,     26.83,   0.07646
159,        27,   0.07876
160,     27.17,   0.07706
161,     27.33,   0.07769
162,      27.5,   0.07731
163,     27.67,   0.07772
164,     27.83,   0.07952
165,        28,   0.07916
166,     28.17,   0.08102
167,     28.33,   0.07964
168,      28.5,   0.08098
169,     28.67,   0.08104
170,     28.83,   0.08252
171,        29,   0.08316
172,     29.17,   0.08434
173,     29.33,   0.08466
174,      29.5,   0.08318
175,     29.67,   0.08422
176,     29.83,    0.0866
177,        30,   0.08648
178,     30.17,   0.08415
179,     30.33,   0.08656
180,      30.5,   0.08499
181,     30.67,   0.08808
182,     30.83,   0.08938
183,        31,   0.08822
184,     31.17,    0.0893
185,     31.33,   0.08673
186,      31.5,   0.09121
187,     31.67,   0.08947
188,     31.83,   0.09056
189,        32,   0.09111
190,     32.17,   0.09198
191,     32.33,   0.09191
192,      32.5,   0.09134
193,     32.67,   0.09378
194,     32.83,   0.09498
195,        33,   0.09308
196,     33.17,     0.092
197,     33.33,   0.09313
198,      33.5,   0.09457
199,     33.67,   0.09626
200,     33.83,   0.09505
201,        34,   0.09651
202,     34.17,   0.09783
203,     34.33,   0.09627
204,      34.5,   0.09699
205,     34.67,   0.09848
206,     34.83,    0.1005
207,        35,    0.1008
208,     35.17,    0.1012
209,     35.33,    0.1014
210,      35.5,     0.101
211,     35.67,    0.1014
212,     35.83,    0.1018
213,        36,    0.1039
214,     36.17,    0.1058
215,     36.33,    0.1043
216,      36.5,    0.1033
217,     36.67,    0.1033
218,     36.83,    0.1029
219,        37,    0.1072
220,     37.17,    0.1056
221,     37.33,    0.1062
222,      37.5,    0.1081
223,     37.67,    0.1062
224,     37.83,    0.1084
225,        38,    0.1085
226,     38.17,    0.1076
227,     38.33,     0.109
228,      38.5,    0.1097
229,     38.67,    0.1105
230,     38.83,    0.1104
231,        39,    0.1139
232,     39.17,    0.1111
233,     39.33,    0.1117
234,      39.5,    0.1132
235,     39.67,    0.1127
236,     39.83,    0.1111
237,        40,    0.1127
238,     40.17,    0.1116
239,     40.33,     0.115
240,      40.5,    0.1152
241,     40.67,    0.1169
242,     40.83,    0.1177
243,        41,    0.1157
244,     41.17,    0.1166
245,     41.33,    0.1175
246,      41.5,     0.118
247,     41.67,    0.1179
248,     41.83,    0.1185
249,        42,    0.1177
250,     42.17,    0.1191
251,     42.33,    0.1207
252,      42.5,    0.1199
253,     42.67,    0.1184
254,     42.83,    0.1211
255,        43,    0.1231
256,     43.17,    0.1229
257,     43.33,    0.1206
258,      43.5,    0.1222
259,     43.67,    0.1243
260,     43.83,    0.1247
261,        44,    0.1239
262,     44.17,    0.1272
263,     44.33,    0.1257
264,      44.5,    0.1251
265,     44.67,    0.1267
266,     44.83,     0.127
267,        45,    0.1284
268,     45.17,    0.1287
269,     45.33,     0.128
270,      45.5,    0.1312
271,     45.67,    0.1309
272,     45.83,    0.1297
273,        46,    0.1283
274,     46.17,    0.1305
275,     46.33,     0.129
276,      46.5,    0.1324
277,     46.67,    0.1311
278,     46.83,    0.1342
279,        47,    0.1355
280,     47.17,    0.1345
281,     47.33,    0.1318
282,      47.5,    0.1335
283,     47.67,    0.1339
284,     47.83,    0.1352
285,        48,    0.1352
286,     48.17,    0.1329
287,     48.33,    0.1375
288,      48.5,    0.1362
289,     48.67,    0.1379
290,     48.83,     0.136
291,        49,    0.1382
292,     49.17,    0.1391
293,     49.33,    0.1378
294,      49.5,    0.1388
295,     49.67,    0.1411
296,     49.83,    0.1436
297,        50,    0.1418
298,     50.17,    0.1426
299,     50.33,    0.1421
300,      50.5,    0.1405
301,     50.67,    0.1435
302,     50.83,    0.1454
303,        51,    0.1439
304,     51.17,    0.1426
305,     51.33,    0.1429
306,      51.5,    0.1459
307,     51.67,     0.146
308,     51.83,    0.1419
309,        52,    0.1489
310,     52.17,    0.1459
311,     52.33,    0.1484
312,      52.5,    0.1508
313,     52.67,    0.1485
314,     52.83,    0.1496
315,        53,    0.1504
316,     53.17,    0.1498
317,     53.33,    0.1509
318,      53.5,    0.1512
319,     53.67,    0.1517
320,     53.83,     0.154
321,        54,    0.1515
322,     54.17,    0.1534
323,     54.33,    0.1544
324,      54.5,     0.154
325,     54.67,    0.1564
326,     54.83,    0.1546
327,        55,    0.1563
328,     55.17,    0.1566
329,     55.33,    0.1562
330,      55.5,    0.1557
331,     55.67,     0.156
332,     55.83,    0.1562
333,        56,    0.1583
334,     56.17,     0.159
335,     56.33,    0.1567
336,      56.5,    0.1577
337,     56.67,    0.1577
338,     56.83,    0.1603
339,        57,      0.16
340,     57.17,    0.1604
341,     57.33,     0.161
342,      57.5,    0.1623
343,     57.67,    0.1612
344,     57.83,    0.1624
345,        58,    0.1625
346,     58.17,    0.1632
347,     58.33,    0.1624
348,      58.5,    0.1639
349,     58.67,    0.1641
350,     58.83,    0.1657
351,        59,    0.1653
352,     59.17,    0.1669
353,     59.33,     0.165
354,      59.5,    0.1693
355,     59.67,    0.1689
356,     59.83,    0.1697
357,        60,    0.1697
