,time,abs
0,       0.5,   0.01062
1,    0.6667,   0.01511
2,    0.8333,   0.01722
3,         1,    0.0192
4,     1.167,   0.02197
5,     1.333,   0.02542
6,       1.5,   0.02772
7,     1.667,   0.03345
8,     1.833,   0.03756
9,         2,   0.03956
10,     2.167,   0.04236
11,     2.333,   0.04513
12,       2.5,   0.04869
13,     2.667,    0.0517
14,     2.833,   0.05446
15,         3,   0.05967
16,     3.167,   0.06272
17,     3.333,   0.06666
18,       3.5,   0.06805
19,     3.667,   0.07117
20,     3.833,   0.07319
21,         4,   0.07813
22,     4.167,   0.08274
23,     4.333,   0.08393
24,       4.5,    0.0877
25,     4.667,   0.08959
26,     4.833,    0.0958
27,         5,   0.09833
28,     5.167,     0.102
29,     5.333,    0.1036
30,       5.5,    0.1093
31,     5.667,    0.1091
32,     5.833,    0.1122
33,         6,    0.1153
34,     6.167,    0.1204
35,     6.333,    0.1232
36,       6.5,    0.1278
37,     6.667,    0.1306
38,     6.833,    0.1334
39,         7,    0.1362
40,     7.167,    0.1397
41,     7.333,     0.142
42,       7.5,    0.1479
43,     7.667,    0.1493
44,     7.833,    0.1546
45,         8,    0.1541
46,     8.167,    0.1594
47,     8.333,    0.1618
48,       8.5,    0.1658
49,     8.667,    0.1695
50,     8.833,    0.1732
51,         9,    0.1766
52,     9.167,     0.177
53,     9.333,    0.1805
54,       9.5,    0.1837
55,     9.667,    0.1905
56,     9.833,    0.1911
57,        10,    0.1954
58,     10.17,    0.1971
59,     10.33,     0.201
60,      10.5,    0.2046
61,     10.67,    0.2058
62,     10.83,    0.2112
63,        11,    0.2129
64,     11.17,    0.2171
65,     11.33,    0.2199
66,      11.5,    0.2225
67,     11.67,    0.2247
68,     11.83,    0.2312
69,        12,    0.2331
70,     12.17,    0.2354
71,     12.33,    0.2393
72,      12.5,    0.2422
73,     12.67,    0.2433
74,     12.83,    0.2495
75,        13,    0.2524
76,     13.17,    0.2554
77,     13.33,    0.2611
78,      13.5,    0.2622
79,     13.67,    0.2654
80,     13.83,    0.2682
81,        14,    0.2712
82,     14.17,    0.2763
83,     14.33,    0.2761
84,      14.5,    0.2786
85,     14.67,    0.2824
86,     14.83,    0.2868
87,        15,    0.2884
88,     15.17,    0.2924
89,     15.33,    0.2935
90,      15.5,    0.2992
91,     15.67,     0.302
92,     15.83,    0.3054
93,        16,    0.3064
94,     16.17,    0.3109
95,     16.33,    0.3147
96,      16.5,    0.3159
97,     16.67,    0.3201
98,     16.83,    0.3229
99,        17,    0.3289
100,     17.17,    0.3292
101,     17.33,    0.3314
102,      17.5,    0.3369
103,     17.67,    0.3399
104,     17.83,    0.3395
105,        18,    0.3478
106,     18.17,    0.3504
107,     18.33,    0.3515
108,      18.5,    0.3578
109,     18.67,    0.3572
110,     18.83,    0.3596
111,        19,    0.3652
112,     19.17,    0.3664
113,     19.33,    0.3715
114,      19.5,    0.3742
115,     19.67,    0.3772
116,     19.83,    0.3784
117,        20,    0.3821
118,     20.17,    0.3854
119,     20.33,    0.3877
120,      20.5,    0.3908
121,     20.67,    0.3981
122,     20.83,    0.3963
123,        21,     0.404
124,     21.17,    0.4042
125,     21.33,    0.4065
126,      21.5,    0.4126
127,     21.67,    0.4098
128,     21.83,    0.4172
129,        22,    0.4201
130,     22.17,    0.4229
131,     22.33,    0.4256
132,      22.5,    0.4304
133,     22.67,    0.4296
134,     22.83,    0.4364
135,        23,    0.4372
136,     23.17,    0.4428
137,     23.33,    0.4445
138,      23.5,    0.4485
139,     23.67,      0.45
140,     23.83,    0.4549
141,        24,    0.4574
142,     24.17,    0.4581
143,     24.33,    0.4621
144,      24.5,     0.465
145,     24.67,    0.4672
146,     24.83,    0.4668
147,        25,    0.4738
148,     25.17,    0.4775
149,     25.33,    0.4798
150,      25.5,    0.4824
151,     25.67,    0.4867
152,     25.83,    0.4886
153,        26,    0.4915
154,     26.17,    0.4968
155,     26.33,    0.4954
156,      26.5,    0.5028
157,     26.67,    0.5079
158,     26.83,    0.5068
159,        27,    0.5108
160,     27.17,    0.5152
161,     27.33,    0.5147
162,      27.5,    0.5228
163,     27.67,    0.5244
164,     27.83,    0.5267
165,        28,    0.5289
166,     28.17,    0.5304
167,     28.33,    0.5332
168,      28.5,    0.5369
169,     28.67,    0.5385
170,     28.83,    0.5419
171,        29,    0.5463
172,     29.17,    0.5454
173,     29.33,    0.5526
174,      29.5,    0.5551
175,     29.67,    0.5601
176,     29.83,    0.5608
177,        30,     0.565
178,     30.17,    0.5684
179,     30.33,     0.571
180,      30.5,    0.5742
181,     30.67,    0.5742
182,     30.83,    0.5793
183,        31,    0.5817
184,     31.17,    0.5835
185,     31.33,    0.5864
186,      31.5,    0.5903
187,     31.67,     0.594
188,     31.83,    0.5964
189,        32,    0.5973
190,     32.17,    0.6039
191,     32.33,     0.605
192,      32.5,    0.6035
193,     32.67,    0.6074
194,     32.83,    0.6166
195,        33,    0.6183
196,     33.17,    0.6204
197,     33.33,    0.6208
198,      33.5,    0.6286
199,     33.67,    0.6309
200,     33.83,    0.6311
201,        34,    0.6335
202,     34.17,    0.6373
203,     34.33,     0.642
204,      34.5,    0.6438
205,     34.67,    0.6492
206,     34.83,    0.6492
207,        35,    0.6534
208,     35.17,    0.6579
209,     35.33,    0.6566
210,      35.5,    0.6571
211,     35.67,    0.6622
212,     35.83,    0.6683
213,        36,    0.6686
214,     36.17,    0.6716
215,     36.33,    0.6727
216,      36.5,    0.6811
217,     36.67,    0.6814
218,     36.83,    0.6875
219,        37,    0.6842
220,     37.17,    0.6864
221,     37.33,    0.6947
222,      37.5,    0.6936
223,     37.67,    0.6971
224,     37.83,    0.6978
225,        38,    0.7017
226,     38.17,    0.7033
227,     38.33,    0.7061
228,      38.5,    0.7083
229,     38.67,    0.7149
230,     38.83,    0.7214
231,        39,    0.7222
232,     39.17,    0.7223
233,     39.33,    0.7253
234,      39.5,    0.7292
235,     39.67,    0.7294
236,     39.83,    0.7359
237,        40,    0.7394
238,     40.17,    0.7381
239,     40.33,    0.7369
240,      40.5,    0.7463
241,     40.67,    0.7503
242,     40.83,    0.7537
243,        41,    0.7478
244,     41.17,    0.7528
245,     41.33,    0.7576
246,      41.5,    0.7589
247,     41.67,    0.7677
248,     41.83,    0.7705
249,        42,    0.7737
250,     42.17,    0.7785
251,     42.33,    0.7756
252,      42.5,    0.7749
253,     42.67,    0.7756
254,     42.83,    0.7791
255,        43,    0.7825
256,     43.17,    0.7886
257,     43.33,    0.7931
258,      43.5,    0.7987
