,time,abs
0,       0.5,  0.002176
1,    0.6667, -0.001139
2,    0.8333, 0.0003032
3,         1,  0.001887
4,     1.167,  0.001345
5,     1.333, 0.0008687
6,       1.5,  0.003034
7,     1.667,  0.001877
8,     1.833,  0.003051
9,         2,  0.002178
10,     2.167,  0.002953
11,     2.333,  0.002416
12,       2.5,  0.002995
13,     2.667,   0.00299
14,     2.833,  0.004294
15,         3,  0.002689
16,     3.167,  0.005805
17,     3.333,  0.005834
18,       3.5,  0.006139
19,     3.667,   0.00287
20,     3.833,  0.007537
21,         4,  0.005327
22,     4.167,  0.005829
23,     4.333,  0.005768
24,       4.5,  0.005518
25,     4.667,  0.006869
26,     4.833,  0.006367
27,         5,  0.007992
28,     5.167,   0.00564
29,     5.333,  0.006923
30,       5.5,  0.009144
31,     5.667,   0.01041
32,     5.833,   0.01099
33,         6,   0.01048
34,     6.167,  0.009789
35,     6.333,  0.008158
36,       6.5,   0.01082
37,     6.667,   0.01084
38,     6.833,  0.009156
39,         7,  0.008763
40,     7.167,   0.01131
41,     7.333,   0.01154
42,       7.5,  0.009144
43,     7.667,   0.01042
44,     7.833,   0.01096
45,         8,   0.01018
46,     8.167,   0.01364
47,     8.333,   0.01414
48,       8.5,    0.0126
49,     8.667,   0.01363
50,     8.833,    0.0145
51,         9,   0.01328
52,     9.167,   0.01499
53,     9.333,   0.01607
54,       9.5,   0.01413
55,     9.667,   0.01388
56,     9.833,   0.01699
57,        10,   0.01445
58,     10.17,   0.01448
59,     10.33,   0.01549
60,      10.5,     0.017
61,     10.67,   0.01573
62,     10.83,   0.01771
63,        11,   0.01806
64,     11.17,   0.01721
65,     11.33,   0.01669
66,      11.5,   0.01761
67,     11.67,   0.01895
68,     11.83,    0.0166
69,        12,   0.01906
70,     12.17,   0.01678
71,     12.33,    0.0184
72,      12.5,   0.01733
73,     12.67,   0.01867
74,     12.83,   0.01708
75,        13,   0.02081
76,     13.17,   0.01844
77,     13.33,   0.01943
78,      13.5,   0.02104
79,     13.67,   0.02221
80,     13.83,   0.02119
81,        14,   0.01972
82,     14.17,   0.02284
83,     14.33,   0.02113
84,      14.5,   0.02194
85,     14.67,   0.02277
86,     14.83,   0.02215
87,        15,   0.02226
88,     15.17,   0.01928
89,     15.33,   0.02125
90,      15.5,    0.0228
91,     15.67,   0.02204
92,     15.83,   0.02282
93,        16,   0.02583
94,     16.17,   0.02593
95,     16.33,   0.02535
96,      16.5,   0.02364
97,     16.67,   0.02297
98,     16.83,    0.0255
99,        17,   0.02579
100,     17.17,   0.02602
101,     17.33,   0.02586
102,      17.5,   0.02633
103,     17.67,   0.02413
104,     17.83,   0.02823
105,        18,   0.02736
106,     18.17,   0.02982
107,     18.33,    0.0276
108,      18.5,   0.02885
109,     18.67,   0.02668
110,     18.83,   0.02818
111,        19,   0.02764
112,     19.17,   0.02999
113,     19.33,   0.02901
114,      19.5,   0.02957
115,     19.67,   0.02911
116,     19.83,   0.03068
117,        20,   0.03165
118,     20.17,   0.03073
119,     20.33,     0.032
120,      20.5,   0.03167
121,     20.67,    0.0313
122,     20.83,   0.03157
123,        21,   0.03048
124,     21.17,   0.03101
125,     21.33,   0.03074
126,      21.5,   0.03328
127,     21.67,   0.03429
128,     21.83,   0.03226
129,        22,   0.03107
130,     22.17,   0.03296
131,     22.33,   0.03215
132,      22.5,   0.03263
133,     22.67,   0.03398
134,     22.83,   0.03729
135,        23,   0.03648
136,     23.17,   0.03349
