,time,abs
0,       0.5,  0.004908
1,    0.6667,  0.004139
2,    0.8333,  0.004429
3,         1,  0.009515
4,     1.167,    0.0104
5,     1.333,   0.01229
6,       1.5,   0.01355
7,     1.667,   0.01465
8,     1.833,    0.0157
9,         2,   0.01648
10,     2.167,   0.01923
11,     2.333,   0.02006
12,       2.5,   0.02207
13,     2.667,   0.02399
14,     2.833,    0.0247
15,         3,   0.02416
16,     3.167,   0.02749
17,     3.333,   0.02652
18,       3.5,   0.03108
19,     3.667,   0.03048
20,     3.833,   0.03167
21,         4,   0.03232
22,     4.167,   0.03549
23,     4.333,   0.03782
24,       4.5,   0.03967
25,     4.667,   0.03984
26,     4.833,   0.04157
27,         5,   0.04174
28,     5.167,   0.04359
29,     5.333,   0.04541
30,       5.5,   0.04436
31,     5.667,   0.04941
32,     5.833,   0.04988
33,         6,   0.05139
34,     6.167,   0.05301
35,     6.333,   0.05278
36,       6.5,   0.05463
37,     6.667,    0.0588
38,     6.833,   0.05686
39,         7,   0.05852
40,     7.167,   0.06118
41,     7.333,    0.0626
42,       7.5,   0.06391
43,     7.667,    0.0643
44,     7.833,   0.06657
45,         8,   0.06649
46,     8.167,   0.06907
47,     8.333,   0.07012
48,       8.5,    0.0739
49,     8.667,   0.07421
50,     8.833,   0.07432
51,         9,    0.0778
52,     9.167,   0.07871
53,     9.333,   0.07873
54,       9.5,   0.07921
55,     9.667,   0.08146
56,     9.833,   0.08187
57,        10,    0.0862
58,     10.17,   0.08586
59,     10.33,   0.08952
60,      10.5,   0.08946
61,     10.67,   0.08796
62,     10.83,   0.09121
63,        11,   0.09184
64,     11.17,   0.09265
65,     11.33,   0.09799
66,      11.5,   0.09735
67,     11.67,   0.09914
68,     11.83,    0.1002
69,        12,   0.09858
70,     12.17,    0.1045
71,     12.33,    0.1044
72,      12.5,    0.1048
73,     12.67,    0.1059
74,     12.83,    0.1088
75,        13,    0.1112
76,     13.17,     0.113
77,     13.33,    0.1117
78,      13.5,    0.1132
79,     13.67,    0.1167
80,     13.83,    0.1172
81,        14,    0.1161
82,     14.17,     0.118
83,     14.33,    0.1201
84,      14.5,    0.1224
85,     14.67,    0.1225
86,     14.83,    0.1229
87,        15,    0.1263
88,     15.17,    0.1298
89,     15.33,     0.129
90,      15.5,      0.13
91,     15.67,    0.1314
92,     15.83,    0.1332
93,        16,    0.1335
94,     16.17,     0.136
95,     16.33,    0.1347
96,      16.5,    0.1368
97,     16.67,    0.1387
98,     16.83,    0.1409
99,        17,    0.1425
100,     17.17,    0.1427
101,     17.33,    0.1449
102,      17.5,     0.146
103,     17.67,    0.1481
104,     17.83,     0.149
105,        18,    0.1512
106,     18.17,    0.1517
107,     18.33,    0.1548
108,      18.5,    0.1538
109,     18.67,    0.1563
110,     18.83,    0.1572
111,        19,    0.1593
112,     19.17,    0.1596
113,     19.33,    0.1624
114,      19.5,    0.1625
115,     19.67,    0.1642
116,     19.83,    0.1644
117,        20,    0.1663
118,     20.17,    0.1686
119,     20.33,    0.1691
120,      20.5,    0.1701
121,     20.67,    0.1714
122,     20.83,    0.1723
123,        21,    0.1744
124,     21.17,    0.1747
125,     21.33,    0.1778
126,      21.5,    0.1777
127,     21.67,    0.1809
128,     21.83,    0.1834
129,        22,     0.182
130,     22.17,    0.1827
131,     22.33,    0.1861
132,      22.5,    0.1885
133,     22.67,    0.1875
134,     22.83,    0.1899
135,        23,    0.1907
136,     23.17,    0.1906
137,     23.33,    0.1925
138,      23.5,    0.1939
139,     23.67,    0.1959
140,     23.83,    0.1971
141,        24,    0.1984
142,     24.17,    0.1978
143,     24.33,    0.2017
144,      24.5,    0.2025
145,     24.67,    0.2039
146,     24.83,     0.208
147,        25,    0.2033
148,     25.17,     0.208
149,     25.33,    0.2084
150,      25.5,    0.2124
151,     25.67,     0.213
152,     25.83,    0.2117
153,        26,    0.2136
154,     26.17,     0.215
155,     26.33,    0.2193
156,      26.5,    0.2173
157,     26.67,    0.2193
158,     26.83,    0.2206
159,        27,    0.2221
160,     27.17,    0.2255
161,     27.33,    0.2244
162,      27.5,    0.2262
163,     27.67,    0.2269
164,     27.83,    0.2305
165,        28,    0.2297
166,     28.17,    0.2321
167,     28.33,    0.2343
168,      28.5,    0.2333
169,     28.67,    0.2351
170,     28.83,    0.2368
171,        29,    0.2372
172,     29.17,    0.2397
173,     29.33,    0.2407
174,      29.5,    0.2414
175,     29.67,    0.2444
176,     29.83,    0.2439
177,        30,    0.2445
178,     30.17,    0.2481
179,     30.33,    0.2496
180,      30.5,    0.2508
181,     30.67,    0.2495
182,     30.83,    0.2524
183,        31,    0.2522
184,     31.17,    0.2547
185,     31.33,    0.2542
186,      31.5,    0.2606
187,     31.67,    0.2601
188,     31.83,    0.2616
189,        32,    0.2623
190,     32.17,    0.2633
191,     32.33,    0.2649
192,      32.5,    0.2647
193,     32.67,    0.2659
194,     32.83,    0.2669
195,        33,     0.268
196,     33.17,    0.2702
197,     33.33,    0.2735
198,      33.5,    0.2748
199,     33.67,    0.2744
200,     33.83,    0.2758
201,        34,    0.2769
202,     34.17,    0.2763
203,     34.33,    0.2788
204,      34.5,    0.2828
205,     34.67,    0.2818
206,     34.83,    0.2847
207,        35,     0.284
208,     35.17,    0.2877
209,     35.33,    0.2871
210,      35.5,    0.2897
211,     35.67,    0.2927
212,     35.83,    0.2921
213,        36,    0.2919
214,     36.17,    0.2926
215,     36.33,    0.2963
216,      36.5,     0.295
217,     36.67,    0.2963
218,     36.83,    0.2985
219,        37,    0.2986
220,     37.17,    0.3002
221,     37.33,    0.3022
222,      37.5,    0.3057
223,     37.67,    0.3071
224,     37.83,    0.3063
225,        38,     0.307
226,     38.17,    0.3091
227,     38.33,    0.3097
228,      38.5,    0.3108
229,     38.67,    0.3102
230,     38.83,      0.31
231,        39,    0.3148
232,     39.17,    0.3148
233,     39.33,    0.3159
234,      39.5,     0.316
235,     39.67,    0.3177
236,     39.83,    0.3212
237,        40,    0.3222
238,     40.17,    0.3219
239,     40.33,    0.3277
240,      40.5,    0.3265
241,     40.67,    0.3289
242,     40.83,    0.3297
243,        41,    0.3297
244,     41.17,    0.3332
245,     41.33,    0.3323
246,      41.5,    0.3335
247,     41.67,    0.3352
248,     41.83,     0.336
249,        42,    0.3398
250,     42.17,    0.3363
251,     42.33,    0.3431
252,      42.5,    0.3401
253,     42.67,    0.3424
254,     42.83,    0.3454
255,        43,     0.346
256,     43.17,     0.345
257,     43.33,    0.3483
258,      43.5,     0.349
259,     43.67,     0.349
260,     43.83,    0.3535
261,        44,    0.3521
262,     44.17,    0.3529
263,     44.33,    0.3571
264,      44.5,    0.3586
265,     44.67,     0.359
266,     44.83,     0.361
267,        45,      0.36
268,     45.17,    0.3597
269,     45.33,    0.3653
270,      45.5,     0.364
271,     45.67,    0.3649
272,     45.83,     0.366
273,        46,    0.3673
274,     46.17,    0.3715
275,     46.33,    0.3723
276,      46.5,    0.3702
277,     46.67,    0.3727
278,     46.83,    0.3746
279,        47,    0.3734
280,     47.17,     0.376
281,     47.33,    0.3797
282,      47.5,    0.3787
283,     47.67,    0.3815
284,     47.83,    0.3804
285,        48,    0.3823
286,     48.17,    0.3829
287,     48.33,    0.3853
288,      48.5,    0.3872
289,     48.67,    0.3899
290,     48.83,    0.3884
