,time,abs
0,       0.5,   0.00955
1,    0.6667,   0.01268
2,    0.8333,   0.01504
3,         1,   0.02239
4,     1.167,   0.02394
5,     1.333,   0.02499
6,       1.5,   0.03043
7,     1.667,   0.03572
8,     1.833,   0.03836
9,         2,   0.03882
10,     2.167,   0.04563
11,     2.333,   0.04926
12,       2.5,   0.05303
13,     2.667,   0.05383
14,     2.833,   0.05739
15,         3,   0.06362
16,     3.167,   0.06557
17,     3.333,   0.06815
18,       3.5,   0.07202
19,     3.667,   0.07516
20,     3.833,   0.08165
21,         4,   0.08205
22,     4.167,   0.08299
23,     4.333,    0.0875
24,       4.5,   0.09149
25,     4.667,   0.09403
26,     4.833,    0.1001
27,         5,    0.1021
28,     5.167,     0.106
29,     5.333,    0.1091
30,       5.5,    0.1122
31,     5.667,    0.1131
32,     5.833,    0.1195
33,         6,    0.1224
34,     6.167,    0.1261
35,     6.333,    0.1255
36,       6.5,    0.1336
37,     6.667,    0.1352
38,     6.833,    0.1391
39,         7,    0.1445
40,     7.167,     0.146
41,     7.333,    0.1491
42,       7.5,    0.1537
43,     7.667,    0.1583
44,     7.833,    0.1598
45,         8,    0.1624
46,     8.167,    0.1646
47,     8.333,    0.1693
48,       8.5,    0.1714
49,     8.667,    0.1774
50,     8.833,    0.1782
51,         9,    0.1815
52,     9.167,    0.1837
53,     9.333,     0.189
54,       9.5,    0.1934
55,     9.667,    0.1951
56,     9.833,    0.1996
57,        10,    0.2059
58,     10.17,    0.2059
59,     10.33,    0.2083
60,      10.5,     0.213
61,     10.67,    0.2142
62,     10.83,    0.2174
63,        11,    0.2223
64,     11.17,    0.2244
65,     11.33,    0.2266
66,      11.5,      0.23
67,     11.67,    0.2347
68,     11.83,    0.2392
69,        12,    0.2407
70,     12.17,     0.245
71,     12.33,    0.2461
72,      12.5,    0.2526
73,     12.67,    0.2558
74,     12.83,    0.2584
75,        13,    0.2596
76,     13.17,    0.2633
77,     13.33,    0.2675
78,      13.5,    0.2704
79,     13.67,    0.2749
80,     13.83,    0.2767
81,        14,    0.2787
82,     14.17,    0.2813
83,     14.33,    0.2852
84,      14.5,    0.2895
85,     14.67,    0.2922
86,     14.83,    0.2946
87,        15,    0.2975
88,     15.17,     0.303
89,     15.33,    0.3049
90,      15.5,    0.3086
91,     15.67,    0.3113
92,     15.83,    0.3167
93,        16,    0.3168
94,     16.17,    0.3196
95,     16.33,    0.3247
96,      16.5,    0.3265
97,     16.67,    0.3313
98,     16.83,    0.3317
99,        17,    0.3372
100,     17.17,     0.341
