,time,abs
0,       0.5,   0.01537
1,    0.6667,   0.02021
2,    0.8333,   0.02443
3,         1,    0.0254
4,     1.167,   0.03281
5,     1.333,   0.03872
6,       1.5,   0.04363
7,     1.667,   0.04876
8,     1.833,   0.05126
9,         2,   0.05848
10,     2.167,   0.06142
11,     2.333,   0.06718
12,       2.5,   0.07151
13,     2.667,   0.07529
14,     2.833,   0.08044
15,         3,   0.08666
16,     3.167,   0.09065
17,     3.333,   0.09576
18,       3.5,   0.09877
19,     3.667,    0.1069
20,     3.833,    0.1112
21,         4,    0.1147
22,     4.167,    0.1196
23,     4.333,    0.1221
24,       4.5,    0.1286
25,     4.667,    0.1352
26,     4.833,    0.1393
27,         5,     0.142
28,     5.167,    0.1472
29,     5.333,    0.1541
30,       5.5,    0.1557
31,     5.667,    0.1594
32,     5.833,     0.164
33,         6,    0.1741
34,     6.167,    0.1767
35,     6.333,    0.1809
36,       6.5,    0.1868
37,     6.667,    0.1905
38,     6.833,    0.1953
39,         7,    0.1998
40,     7.167,     0.203
41,     7.333,    0.2059
42,       7.5,    0.2135
43,     7.667,    0.2166
44,     7.833,    0.2217
45,         8,    0.2249
46,     8.167,    0.2308
47,     8.333,    0.2387
48,       8.5,    0.2398
49,     8.667,    0.2472
50,     8.833,    0.2503
51,         9,    0.2527
52,     9.167,    0.2583
53,     9.333,    0.2647
54,       9.5,    0.2678
55,     9.667,     0.272
56,     9.833,     0.278
57,        10,    0.2825
58,     10.17,    0.2869
59,     10.33,    0.2877
60,      10.5,    0.2963
61,     10.67,    0.3011
62,     10.83,    0.3044
63,        11,    0.3136
64,     11.17,     0.316
65,     11.33,    0.3194
66,      11.5,    0.3249
67,     11.67,    0.3275
68,     11.83,    0.3353
69,        12,     0.336
70,     12.17,    0.3434
71,     12.33,    0.3458
72,      12.5,    0.3504
73,     12.67,    0.3574
74,     12.83,    0.3613
75,        13,    0.3656
76,     13.17,    0.3702
77,     13.33,    0.3751
78,      13.5,    0.3776
79,     13.67,    0.3836
80,     13.83,    0.3859
81,        14,    0.3921
82,     14.17,     0.396
83,     14.33,    0.3983
84,      14.5,    0.4088
85,     14.67,    0.4094
86,     14.83,    0.4158
87,        15,    0.4194
88,     15.17,    0.4246
89,     15.33,     0.428
90,      15.5,    0.4329
91,     15.67,    0.4369
92,     15.83,    0.4415
93,        16,    0.4486
94,     16.17,    0.4498
95,     16.33,    0.4588
96,      16.5,    0.4627
97,     16.67,    0.4637
98,     16.83,    0.4685
99,        17,    0.4723
100,     17.17,    0.4795
101,     17.33,    0.4841
102,      17.5,     0.487
103,     17.67,    0.4921
104,     17.83,    0.4959
105,        18,    0.4971
106,     18.17,     0.507
107,     18.33,    0.5062
108,      18.5,    0.5152
109,     18.67,    0.5158
110,     18.83,    0.5229
111,        19,     0.526
112,     19.17,    0.5306
113,     19.33,    0.5341
114,      19.5,    0.5405
115,     19.67,     0.541
116,     19.83,    0.5483
117,        20,    0.5524
118,     20.17,    0.5545
119,     20.33,    0.5618
120,      20.5,    0.5641
121,     20.67,      0.57
122,     20.83,    0.5723
123,        21,    0.5809
124,     21.17,     0.586
125,     21.33,    0.5889
126,      21.5,    0.5914
127,     21.67,     0.593
128,     21.83,    0.6013
129,        22,    0.6045
130,     22.17,    0.6091
131,     22.33,    0.6104
132,      22.5,     0.617
133,     22.67,    0.6241
134,     22.83,    0.6261
135,        23,    0.6286
136,     23.17,    0.6365
137,     23.33,    0.6379
138,      23.5,    0.6421
139,     23.67,    0.6465
140,     23.83,    0.6502
141,        24,    0.6565
142,     24.17,    0.6628
143,     24.33,    0.6635
144,      24.5,    0.6647
145,     24.67,    0.6764
146,     24.83,    0.6777
147,        25,    0.6849
148,     25.17,    0.6859
149,     25.33,    0.6934
150,      25.5,     0.694
151,     25.67,    0.6963
152,     25.83,    0.7039
153,        26,    0.7076
154,     26.17,    0.7064
155,     26.33,    0.7184
156,      26.5,     0.719
157,     26.67,    0.7209
158,     26.83,    0.7253
159,        27,    0.7355
160,     27.17,    0.7311
161,     27.33,    0.7403
162,      27.5,    0.7424
163,     27.67,    0.7523
164,     27.83,    0.7552
165,        28,    0.7537
166,     28.17,     0.762
167,     28.33,    0.7632
168,      28.5,    0.7622
169,     28.67,    0.7709
170,     28.83,    0.7784
171,        29,     0.782
172,     29.17,     0.784
173,     29.33,    0.7891
174,      29.5,    0.7915
175,     29.67,    0.7958
176,     29.83,    0.8001
177,        30,    0.8048
178,     30.17,    0.8107
179,     30.33,    0.8064
180,      30.5,    0.8118
181,     30.67,     0.819
182,     30.83,    0.8297
183,        31,    0.8215
184,     31.17,    0.8311
185,     31.33,    0.8355
186,      31.5,    0.8389
187,     31.67,    0.8399
188,     31.83,    0.8491
189,        32,    0.8521
190,     32.17,    0.8604
191,     32.33,    0.8633
192,      32.5,    0.8688
193,     32.67,     0.867
194,     32.83,    0.8706
195,        33,    0.8792
196,     33.17,    0.8883
197,     33.33,    0.8878
198,      33.5,    0.8834
199,     33.67,    0.8928
200,     33.83,    0.8951
201,        34,    0.9039
202,     34.17,    0.9013
203,     34.33,     0.906
204,      34.5,    0.9151
205,     34.67,    0.9162
206,     34.83,     0.921
207,        35,    0.9295
208,     35.17,    0.9261
209,     35.33,    0.9316
210,      35.5,    0.9393
211,     35.67,     0.932
212,     35.83,    0.9502
213,        36,    0.9505
214,     36.17,     0.955
215,     36.33,    0.9529
216,      36.5,    0.9592
217,     36.67,    0.9559
218,     36.83,    0.9683
219,        37,    0.9686
220,     37.17,    0.9703
221,     37.33,    0.9746
222,      37.5,    0.9845
223,     37.67,    0.9839
224,     37.83,    0.9846
225,        38,    0.9909
226,     38.17,    0.9952
227,     38.33,    0.9995
228,      38.5,     1.002
229,     38.67,      1.01
230,     38.83,     1.012
231,        39,      1.01
232,     39.17,     1.013
233,     39.33,     1.015
234,      39.5,     1.022
235,     39.67,     1.022
236,     39.83,     1.035
237,        40,     1.036
238,     40.17,     1.033
239,     40.33,     1.042
