,time,abs
0,       0.5,  0.003961
1,    0.6667,   0.00164
2,    0.8333,  0.004338
3,         1,  0.006382
4,     1.167,  0.006885
5,     1.333,  0.007015
6,       1.5,  0.006835
7,     1.667,  0.007505
8,     1.833,    0.0101
9,         2,  0.008214
10,     2.167,   0.01044
11,     2.333,   0.01222
12,       2.5,    0.0121
13,     2.667,   0.01295
14,     2.833,   0.01429
15,         3,   0.01313
16,     3.167,   0.01627
17,     3.333,   0.01655
18,       3.5,   0.01587
19,     3.667,   0.01818
20,     3.833,   0.01945
21,         4,   0.02185
22,     4.167,   0.02161
23,     4.333,   0.02242
24,       4.5,   0.02226
25,     4.667,   0.02331
26,     4.833,   0.02418
27,         5,   0.02492
28,     5.167,   0.02659
29,     5.333,    0.0275
30,       5.5,    0.0277
31,     5.667,    0.0285
32,     5.833,      0.03
33,         6,   0.02932
34,     6.167,   0.03216
35,     6.333,   0.03142
36,       6.5,   0.03131
37,     6.667,   0.03381
38,     6.833,   0.03373
39,         7,    0.0346
40,     7.167,   0.03303
41,     7.333,   0.03413
42,       7.5,   0.03577
43,     7.667,    0.0373
44,     7.833,   0.04136
45,         8,   0.03946
46,     8.167,   0.04074
47,     8.333,   0.04131
48,       8.5,   0.04084
49,     8.667,   0.04313
50,     8.833,   0.04335
51,         9,   0.04334
52,     9.167,   0.04306
53,     9.333,   0.04519
54,       9.5,   0.04638
55,     9.667,   0.04715
56,     9.833,   0.04706
57,        10,   0.04822
58,     10.17,    0.0505
59,     10.33,   0.05319
60,      10.5,   0.05288
61,     10.67,   0.05228
62,     10.83,   0.05229
63,        11,   0.05432
64,     11.17,   0.05478
65,     11.33,   0.05741
66,      11.5,    0.0572
67,     11.67,   0.05838
68,     11.83,   0.05863
69,        12,   0.05715
70,     12.17,   0.05873
71,     12.33,   0.06217
72,      12.5,   0.06375
73,     12.67,   0.06282
74,     12.83,   0.06291
75,        13,   0.06559
76,     13.17,   0.06503
77,     13.33,   0.06497
78,      13.5,   0.06562
79,     13.67,   0.06586
80,     13.83,   0.06761
81,        14,   0.06677
82,     14.17,   0.06918
83,     14.33,   0.07061
84,      14.5,   0.07027
85,     14.67,   0.07449
86,     14.83,   0.07199
87,        15,   0.07339
88,     15.17,   0.07461
89,     15.33,   0.07649
90,      15.5,   0.07415
91,     15.67,   0.07577
92,     15.83,   0.07787
93,        16,   0.07904
94,     16.17,   0.07669
95,     16.33,   0.08056
96,      16.5,   0.08119
97,     16.67,   0.08278
98,     16.83,   0.08343
99,        17,   0.08425
100,     17.17,   0.08358
101,     17.33,    0.0835
102,      17.5,   0.08494
103,     17.67,   0.08642
104,     17.83,   0.08699
105,        18,   0.08863
106,     18.17,   0.08764
107,     18.33,   0.08946
108,      18.5,   0.09123
109,     18.67,   0.09079
110,     18.83,   0.09118
111,        19,   0.09257
112,     19.17,   0.09259
113,     19.33,   0.09337
114,      19.5,    0.0961
115,     19.67,   0.09728
116,     19.83,   0.09606
117,        20,     0.098
118,     20.17,   0.09877
119,     20.33,    0.0972
120,      20.5,   0.09929
121,     20.67,    0.1011
122,     20.83,    0.1022
123,        21,    0.1014
124,     21.17,    0.1014
125,     21.33,    0.1027
126,      21.5,    0.1058
127,     21.67,    0.1049
128,     21.83,    0.1069
129,        22,    0.1073
130,     22.17,    0.1075
131,     22.33,    0.1095
132,      22.5,    0.1095
133,     22.67,    0.1078
134,     22.83,    0.1106
135,        23,    0.1132
136,     23.17,    0.1134
137,     23.33,    0.1141
138,      23.5,    0.1164
139,     23.67,    0.1146
140,     23.83,    0.1165
141,        24,    0.1173
142,     24.17,    0.1189
143,     24.33,    0.1199
144,      24.5,    0.1202
145,     24.67,    0.1192
146,     24.83,    0.1195
147,        25,    0.1205
148,     25.17,    0.1238
149,     25.33,    0.1234
150,      25.5,    0.1241
151,     25.67,    0.1243
152,     25.83,    0.1244
153,        26,    0.1256
154,     26.17,    0.1281
155,     26.33,     0.128
156,      26.5,    0.1291
157,     26.67,    0.1288
158,     26.83,    0.1326
159,        27,    0.1316
160,     27.17,    0.1341
161,     27.33,    0.1339
162,      27.5,    0.1325
163,     27.67,    0.1342
164,     27.83,    0.1365
165,        28,    0.1337
166,     28.17,    0.1387
167,     28.33,    0.1373
168,      28.5,    0.1388
169,     28.67,    0.1366
170,     28.83,    0.1404
171,        29,    0.1406
172,     29.17,    0.1424
173,     29.33,    0.1434
174,      29.5,    0.1434
