,time,abs
0,       0.5,   0.01243
1,    0.6667,    0.0141
2,    0.8333,     0.017
3,         1,   0.01884
4,     1.167,   0.02395
5,     1.333,    0.0295
6,       1.5,   0.03299
7,     1.667,    0.0371
8,     1.833,    0.0397
9,         2,   0.04387
10,     2.167,   0.04683
11,     2.333,   0.04801
12,       2.5,   0.05289
13,     2.667,   0.05504
14,     2.833,   0.06028
15,         3,   0.06409
16,     3.167,   0.06822
17,     3.333,   0.07127
18,       3.5,   0.07455
19,     3.667,   0.07862
20,     3.833,   0.08161
21,         4,   0.08672
22,     4.167,   0.08861
23,     4.333,   0.09322
24,       4.5,   0.09664
25,     4.667,   0.09728
26,     4.833,    0.1026
27,         5,    0.1068
28,     5.167,    0.1098
29,     5.333,    0.1111
30,       5.5,    0.1176
31,     5.667,    0.1191
32,     5.833,    0.1228
33,         6,    0.1259
34,     6.167,    0.1313
35,     6.333,    0.1335
36,       6.5,    0.1387
37,     6.667,    0.1401
38,     6.833,    0.1468
39,         7,    0.1476
40,     7.167,    0.1512
41,     7.333,    0.1556
42,       7.5,    0.1572
43,     7.667,    0.1625
44,     7.833,    0.1655
45,         8,    0.1672
46,     8.167,    0.1746
47,     8.333,    0.1765
48,       8.5,    0.1785
49,     8.667,    0.1841
50,     8.833,    0.1862
51,         9,    0.1901
52,     9.167,    0.1935
53,     9.333,    0.1957
54,       9.5,    0.1977
55,     9.667,    0.2039
56,     9.833,     0.206
57,        10,    0.2118
58,     10.17,    0.2132
59,     10.33,    0.2169
60,      10.5,    0.2206
61,     10.67,    0.2239
62,     10.83,    0.2246
63,        11,    0.2286
64,     11.17,    0.2374
65,     11.33,    0.2366
66,      11.5,    0.2401
67,     11.67,    0.2458
68,     11.83,     0.246
69,        12,    0.2517
70,     12.17,    0.2542
71,     12.33,    0.2584
72,      12.5,    0.2605
73,     12.67,    0.2636
74,     12.83,    0.2686
75,        13,    0.2713
76,     13.17,    0.2738
77,     13.33,    0.2766
78,      13.5,    0.2798
79,     13.67,     0.285
80,     13.83,    0.2874
81,        14,    0.2909
82,     14.17,    0.2934
83,     14.33,    0.2984
84,      14.5,    0.3024
85,     14.67,    0.3053
86,     14.83,    0.3063
87,        15,     0.311
88,     15.17,    0.3131
89,     15.33,    0.3176
90,      15.5,    0.3219
91,     15.67,    0.3202
92,     15.83,    0.3287
93,        16,    0.3294
94,     16.17,    0.3341
95,     16.33,     0.337
96,      16.5,    0.3406
97,     16.67,    0.3439
98,     16.83,     0.349
99,        17,    0.3511
100,     17.17,    0.3522
101,     17.33,    0.3576
102,      17.5,    0.3579
103,     17.67,    0.3644
104,     17.83,    0.3689
105,        18,    0.3715
106,     18.17,     0.372
107,     18.33,    0.3748
108,      18.5,    0.3803
109,     18.67,    0.3833
110,     18.83,    0.3869
111,        19,    0.3906
112,     19.17,    0.3941
113,     19.33,    0.3976
114,      19.5,    0.3992
115,     19.67,    0.4052
116,     19.83,    0.4069
117,        20,    0.4085
118,     20.17,    0.4107
119,     20.33,    0.4131
120,      20.5,    0.4154
121,     20.67,    0.4224
122,     20.83,    0.4271
123,        21,    0.4298
124,     21.17,    0.4307
125,     21.33,    0.4348
126,      21.5,    0.4383
127,     21.67,    0.4434
128,     21.83,    0.4445
129,        22,    0.4456
130,     22.17,    0.4501
131,     22.33,    0.4526
132,      22.5,    0.4578
133,     22.67,     0.462
134,     22.83,    0.4644
135,        23,    0.4696
136,     23.17,    0.4695
137,     23.33,    0.4738
138,      23.5,    0.4748
139,     23.67,    0.4755
140,     23.83,    0.4824
141,        24,    0.4906
142,     24.17,    0.4876
143,     24.33,    0.4926
144,      24.5,    0.4955
145,     24.67,    0.5017
146,     24.83,    0.5023
147,        25,    0.5025
148,     25.17,     0.506
149,     25.33,    0.5116
150,      25.5,    0.5136
151,     25.67,    0.5203
152,     25.83,    0.5195
153,        26,    0.5221
154,     26.17,    0.5251
155,     26.33,    0.5272
156,      26.5,    0.5317
157,     26.67,    0.5338
158,     26.83,    0.5381
159,        27,    0.5416
160,     27.17,    0.5463
161,     27.33,    0.5446
162,      27.5,    0.5497
163,     27.67,    0.5547
164,     27.83,    0.5553
165,        28,    0.5635
166,     28.17,    0.5631
167,     28.33,    0.5661
168,      28.5,    0.5711
169,     28.67,     0.575
170,     28.83,    0.5736
171,        29,    0.5749
172,     29.17,    0.5847
173,     29.33,    0.5819
174,      29.5,    0.5879
175,     29.67,    0.5888
176,     29.83,    0.5929
177,        30,    0.5979
178,     30.17,    0.5966
179,     30.33,    0.6025
180,      30.5,    0.6075
181,     30.67,      0.61
182,     30.83,    0.6087
183,        31,    0.6141
184,     31.17,    0.6164
185,     31.33,    0.6211
186,      31.5,    0.6229
187,     31.67,    0.6277
188,     31.83,    0.6283
189,        32,    0.6314
190,     32.17,    0.6351
191,     32.33,    0.6351
192,      32.5,    0.6402
193,     32.67,    0.6407
194,     32.83,     0.649
195,        33,    0.6511
196,     33.17,    0.6512
197,     33.33,    0.6581
198,      33.5,    0.6574
199,     33.67,    0.6595
200,     33.83,    0.6659
201,        34,    0.6714
202,     34.17,     0.672
203,     34.33,    0.6738
204,      34.5,    0.6814
205,     34.67,    0.6819
206,     34.83,    0.6889
207,        35,     0.688
208,     35.17,     0.691
209,     35.33,    0.6881
210,      35.5,    0.6957
211,     35.67,    0.6984
212,     35.83,    0.6972
213,        36,    0.7041
214,     36.17,    0.7062
215,     36.33,    0.7055
216,      36.5,    0.7145
217,     36.67,    0.7157
218,     36.83,    0.7159
219,        37,     0.717
220,     37.17,    0.7197
221,     37.33,    0.7278
222,      37.5,    0.7269
223,     37.67,    0.7291
224,     37.83,    0.7316
225,        38,    0.7369
226,     38.17,    0.7454
227,     38.33,     0.745
228,      38.5,    0.7423
229,     38.67,    0.7484
230,     38.83,    0.7484
231,        39,    0.7513
232,     39.17,    0.7596
233,     39.33,    0.7564
234,      39.5,    0.7634
235,     39.67,    0.7628
236,     39.83,    0.7634
237,        40,    0.7652
238,     40.17,    0.7736
239,     40.33,    0.7726
240,      40.5,    0.7803
241,     40.67,    0.7794
242,     40.83,    0.7824
243,        41,    0.7819
244,     41.17,     0.787
245,     41.33,    0.7944
246,      41.5,    0.7948
247,     41.67,    0.7956
248,     41.83,    0.7977
249,        42,    0.8087
250,     42.17,    0.8073
251,     42.33,    0.8063
252,      42.5,    0.8075
