,Plate,Column,Row,slope,slope stderr,int,int stderr,RSQ
0,plate01,2,A,0.0019004676935951233,0.00013215131897862084,0.00022670137751627125,0.00026522198637486417,0.9323754853796453
1,plate01,2,B,0.003795698821541913,0.00012880105614884304,-0.0002880908878278146,0.0002584981642108228,0.9830210972713852
2,plate01,2,C,0.006212693791550656,0.0001235560447142211,0.00033058662122024523,0.00024797162379695776,0.9941021984303517
3,plate01,2,D,0.008505196227659122,0.00015774648343777986,-4.67323641991546e-05,0.00031659051254674474,0.9948665756943715
4,plate01,2,E,0.012680172942213287,0.00013474969503619893,-3.7617656233052737e-06,0.0002704408555745447,0.9983087615478144
5,plate01,2,F,0.01568676879622669,0.00010337828501685021,0.00022420454378749717,0.00020747576330571298,0.9993489704442764
6,plate01,2,G,0.01983315077429016,0.00014451651286367912,-0.00043010648807060566,0.0002900383268618089,0.9992042132938119
7,plate01,2,H,0.024421342132975137,0.00015905034859724652,-5.882179371015804e-05,0.0003192074463216628,0.9993641603131067
8,plate01,3,A,0.0004158868643860415,0.00010100378159637835,0.00029335612541394853,0.00020271021809076893,0.530576902788156
9,plate01,3,B,0.0013131429080629772,0.00010741079933458884,-0.00023385441323880776,0.00021556881912004422,0.9087930095071688
10,plate01,3,C,0.0021363754170893867,0.0001522293410845039,0.000389916905296872,0.00030551769202311925,0.9292289669612401
11,plate01,3,D,0.0030425697442727543,0.0001830567331955248,0.00024838990696955725,0.000367386929928581,0.9484986916222884
12,plate01,3,E,0.00547740917657929,0.00014083672998604145,0.00029279931093841363,0.000282653236479393,0.9901805481529723
13,plate01,3,F,0.007945378469819426,0.00014750854629995433,0.00016125818636381637,0.0002960431904655182,0.9948565290728183
14,plate01,3,G,0.011941931520839985,0.00012098770175328462,0.00022163647886077792,0.00024281710394872684,0.9984627088078708
15,plate01,3,H,0.017653442939159616,0.0001807444936834095,0.00013306722326547117,0.0003627466573187658,0.9984300648620457
16,plate01,4,A,0.0006892874509949295,0.00011911834383218459,2.9392769855006756e-05,0.00023906537177409187,0.6906224503358205
17,plate01,4,B,0.001164624799101416,0.000169522519789708,9.539641436490111e-05,0.0003402243826256706,0.7588319807503806
18,plate01,4,C,0.0022618514081200374,0.00012252782579978545,-0.00027176016790442275,0.0002459080348548469,0.9578376830119735
19,plate01,4,D,0.0028068759826016536,0.00015510651842279673,0.00020594683203218022,0.0003112920393772925,0.9562019820866231
20,plate01,4,E,0.004525029898210732,0.00015138971142224814,-0.00020956510809023106,0.0003038325857162021,0.9834876086836808
21,plate01,4,F,0.005556703498066499,0.00014772399062950022,0.00018448362287137813,0.0002964756601254209,0.9895099158433143
22,plate01,4,G,0.007358213216700581,0.00015183281395439118,4.179812444142281e-05,0.00030472218624422854,0.993653799915526
23,plate01,4,H,0.010233863827842058,0.00011849679002838074,0.00048553919251171084,0.00023781796222573738,0.9979929747884206
24,plate01,5,A,0.00037006220135040065,0.00011412872680450207,0.00026668066943670305,0.00022905141355569677,0.4120827526465072
25,plate01,5,B,0.0010241904695353077,0.0001435510253125368,6.82973813370038e-05,0.00028810066688230975,0.7723950453811594
26,plate01,5,C,0.0018553876247729036,0.0001480498144941572,0.0001741490482061148,0.0002971295573042013,0.9128189255398584
27,plate01,5,D,0.0028339473446894014,0.00014754562116392565,1.9727199720758777e-05,0.00029611780811069515,0.9609291693612253
28,plate01,5,E,0.005330292682723449,0.0001617192841712755,-1.0307746655619556e-05,0.00032456421434567614,0.9863805171471268
29,plate01,5,F,0.007997843190565049,0.00010602702763118306,-2.1634088348445015e-05,0.00021279144777988323,0.997370748732433
30,plate01,5,G,0.012545117288795055,0.00010735205405072558,0.00022490172512357277,0.00021545086227954289,0.9989028010272148
31,plate01,5,H,0.020367504750971273,0.00018850025926487384,0.0003097635199810053,0.0003783117837135558,0.9987168382649871
32,plate01,6,A,0.003170023350770469,0.0001301920785953422,0.00016664012739581077,0.0002612898575258707,0.975323480003908
33,plate01,6,B,0.005330299338313613,0.0001346927090659327,8.515061898702869e-05,0.0002703223880561914,0.9905128374148305
