,time,abs
0,       0.5,   0.01141
1,    0.6667,   0.01229
2,    0.8333,   0.01405
3,         1,   0.01702
4,     1.167,    0.0206
5,     1.333,   0.02316
6,       1.5,   0.02854
7,     1.667,   0.02784
8,     1.833,   0.03158
9,         2,   0.03474
10,     2.167,   0.03691
11,     2.333,   0.04057
12,       2.5,   0.04028
13,     2.667,   0.04624
14,     2.833,    0.0485
15,         3,   0.05027
16,     3.167,   0.05274
17,     3.333,   0.05573
18,       3.5,   0.05879
19,     3.667,   0.06221
20,     3.833,   0.06326
21,         4,    0.0682
22,     4.167,   0.07088
23,     4.333,   0.07238
24,       4.5,   0.07601
25,     4.667,   0.07628
26,     4.833,   0.08055
27,         5,   0.08411
28,     5.167,   0.08663
29,     5.333,   0.08962
30,       5.5,   0.09239
31,     5.667,   0.09418
32,     5.833,   0.09681
33,         6,   0.09959
34,     6.167,     0.101
35,     6.333,    0.1032
36,       6.5,    0.1093
37,     6.667,    0.1116
38,     6.833,    0.1137
39,         7,    0.1167
40,     7.167,    0.1188
41,     7.333,    0.1212
42,       7.5,    0.1236
43,     7.667,    0.1279
44,     7.833,    0.1301
45,         8,    0.1342
46,     8.167,    0.1359
47,     8.333,     0.138
48,       8.5,    0.1424
49,     8.667,    0.1452
50,     8.833,    0.1456
51,         9,    0.1512
52,     9.167,    0.1513
53,     9.333,    0.1538
54,       9.5,    0.1582
55,     9.667,    0.1598
56,     9.833,    0.1627
57,        10,    0.1678
58,     10.17,     0.166
59,     10.33,     0.172
60,      10.5,    0.1744
61,     10.67,    0.1753
62,     10.83,     0.177
63,        11,    0.1806
64,     11.17,     0.187
65,     11.33,    0.1852
66,      11.5,    0.1886
67,     11.67,    0.1901
68,     11.83,    0.1942
69,        12,    0.1958
70,     12.17,    0.1981
71,     12.33,    0.1994
72,      12.5,    0.2021
73,     12.67,    0.2067
74,     12.83,    0.2114
75,        13,    0.2139
76,     13.17,    0.2154
77,     13.33,    0.2189
78,      13.5,    0.2188
79,     13.67,    0.2231
80,     13.83,    0.2264
81,        14,    0.2278
82,     14.17,    0.2296
83,     14.33,    0.2324
84,      14.5,    0.2356
85,     14.67,      0.24
86,     14.83,    0.2409
87,        15,    0.2437
88,     15.17,     0.246
89,     15.33,    0.2479
90,      15.5,    0.2484
91,     15.67,    0.2538
92,     15.83,    0.2549
93,        16,    0.2576
94,     16.17,    0.2621
95,     16.33,    0.2659
96,      16.5,     0.265
97,     16.67,    0.2676
98,     16.83,    0.2702
99,        17,    0.2753
100,     17.17,     0.274
101,     17.33,    0.2795
102,      17.5,    0.2861
103,     17.67,    0.2852
104,     17.83,    0.2868
105,        18,    0.2908
106,     18.17,    0.2943
107,     18.33,    0.2925
108,      18.5,    0.2943
109,     18.67,    0.2997
110,     18.83,    0.3017
111,        19,    0.3026
112,     19.17,    0.3058
113,     19.33,    0.3085
114,      19.5,    0.3126
115,     19.67,    0.3164
116,     19.83,    0.3168
117,        20,    0.3194
118,     20.17,    0.3197
119,     20.33,    0.3225
120,      20.5,    0.3254
121,     20.67,     0.328
122,     20.83,    0.3293
123,        21,    0.3329
124,     21.17,    0.3346
125,     21.33,    0.3362
126,      21.5,    0.3413
127,     21.67,    0.3445
128,     21.83,    0.3481
129,        22,    0.3497
130,     22.17,    0.3495
131,     22.33,    0.3555
132,      22.5,    0.3554
133,     22.67,     0.361
134,     22.83,    0.3613
135,        23,    0.3626
136,     23.17,    0.3668
137,     23.33,    0.3688
138,      23.5,    0.3716
139,     23.67,    0.3733
140,     23.83,    0.3757
141,        24,    0.3768
142,     24.17,    0.3792
143,     24.33,    0.3829
144,      24.5,     0.388
145,     24.67,    0.3881
146,     24.83,    0.3904
147,        25,    0.3909
148,     25.17,    0.3933
149,     25.33,    0.3961
150,      25.5,    0.3995
151,     25.67,    0.3984
152,     25.83,    0.4067
153,        26,    0.4063
154,     26.17,    0.4103
155,     26.33,    0.4125
156,      26.5,    0.4122
157,     26.67,    0.4166
158,     26.83,    0.4192
159,        27,    0.4217
160,     27.17,    0.4209
161,     27.33,    0.4242
162,      27.5,    0.4267
163,     27.67,    0.4294
164,     27.83,    0.4302
165,        28,    0.4325
166,     28.17,    0.4353
167,     28.33,    0.4396
168,      28.5,     0.441
169,     28.67,    0.4429
170,     28.83,    0.4463
171,        29,    0.4495
172,     29.17,    0.4499
173,     29.33,    0.4548
174,      29.5,    0.4573
175,     29.67,     0.457
176,     29.83,    0.4599
177,        30,    0.4629
178,     30.17,    0.4632
179,     30.33,    0.4666
180,      30.5,    0.4687
181,     30.67,    0.4743
182,     30.83,     0.475
183,        31,    0.4777
184,     31.17,    0.4763
185,     31.33,    0.4793
186,      31.5,    0.4824
187,     31.67,    0.4823
188,     31.83,    0.4893
189,        32,    0.4911
190,     32.17,    0.4911
191,     32.33,    0.4924
192,      32.5,    0.4976
193,     32.67,    0.5012
194,     32.83,    0.5014
195,        33,    0.5049
196,     33.17,    0.5055
197,     33.33,    0.5096
