,time,abs
0,       0.5,   0.01288
1,    0.6667,   0.01817
2,    0.8333,   0.02286
3,         1,   0.02922
4,     1.167,   0.03022
5,     1.333,   0.03632
6,       1.5,   0.04029
7,     1.667,   0.04464
8,     1.833,   0.04951
9,         2,   0.05388
10,     2.167,   0.05702
11,     2.333,   0.06306
12,       2.5,   0.06838
13,     2.667,   0.07055
14,     2.833,   0.07474
15,         3,   0.08131
16,     3.167,   0.08399
17,     3.333,    0.0873
18,       3.5,   0.09443
19,     3.667,   0.09727
20,     3.833,    0.1024
21,         4,    0.1072
22,     4.167,    0.1124
23,     4.333,    0.1154
24,       4.5,    0.1228
25,     4.667,    0.1236
26,     4.833,    0.1286
27,         5,    0.1333
28,     5.167,    0.1358
29,     5.333,    0.1436
30,       5.5,    0.1468
31,     5.667,    0.1509
32,     5.833,    0.1546
33,         6,    0.1598
34,     6.167,    0.1662
35,     6.333,    0.1692
36,       6.5,    0.1729
37,     6.667,    0.1753
38,     6.833,    0.1799
39,         7,     0.188
40,     7.167,    0.1889
41,     7.333,    0.1942
42,       7.5,    0.2004
43,     7.667,    0.2041
44,     7.833,    0.2069
45,         8,    0.2113
46,     8.167,    0.2157
47,     8.333,    0.2197
48,       8.5,    0.2222
49,     8.667,    0.2277
50,     8.833,    0.2347
51,         9,    0.2368
52,     9.167,    0.2408
53,     9.333,    0.2465
54,       9.5,    0.2504
55,     9.667,     0.255
56,     9.833,    0.2597
57,        10,     0.261
58,     10.17,    0.2699
59,     10.33,    0.2698
60,      10.5,    0.2752
61,     10.67,    0.2802
62,     10.83,    0.2859
63,        11,    0.2899
64,     11.17,    0.2931
65,     11.33,    0.2978
66,      11.5,    0.3009
67,     11.67,     0.306
68,     11.83,    0.3123
69,        12,    0.3172
70,     12.17,    0.3232
71,     12.33,    0.3231
72,      12.5,    0.3263
73,     12.67,    0.3306
74,     12.83,    0.3359
75,        13,    0.3391
76,     13.17,    0.3474
77,     13.33,    0.3493
78,      13.5,    0.3539
79,     13.67,    0.3562
80,     13.83,    0.3621
81,        14,    0.3651
82,     14.17,    0.3678
83,     14.33,    0.3735
84,      14.5,    0.3783
85,     14.67,    0.3829
86,     14.83,    0.3849
87,        15,    0.3928
88,     15.17,    0.3957
89,     15.33,    0.3984
90,      15.5,    0.4044
91,     15.67,    0.4083
92,     15.83,    0.4113
93,        16,    0.4181
94,     16.17,    0.4191
95,     16.33,     0.425
96,      16.5,    0.4283
97,     16.67,    0.4331
98,     16.83,    0.4346
99,        17,    0.4401
100,     17.17,     0.443
101,     17.33,    0.4497
102,      17.5,    0.4543
103,     17.67,    0.4581
104,     17.83,    0.4626
105,        18,    0.4647
106,     18.17,    0.4705
107,     18.33,    0.4779
108,      18.5,    0.4786
109,     18.67,    0.4796
110,     18.83,    0.4872
111,        19,    0.4942
112,     19.17,    0.4926
113,     19.33,    0.5005
114,      19.5,    0.5047
115,     19.67,    0.5038
116,     19.83,    0.5103
117,        20,    0.5155
118,     20.17,    0.5173
119,     20.33,    0.5248
120,      20.5,    0.5306
121,     20.67,    0.5297
122,     20.83,    0.5371
123,        21,    0.5436
124,     21.17,    0.5442
125,     21.33,    0.5505
126,      21.5,    0.5531
127,     21.67,    0.5539
128,     21.83,    0.5582
129,        22,    0.5606
130,     22.17,    0.5681
131,     22.33,    0.5742
132,      22.5,    0.5792
133,     22.67,     0.573
134,     22.83,    0.5835
135,        23,    0.5888
136,     23.17,     0.591
137,     23.33,    0.5958
138,      23.5,    0.5983
139,     23.67,    0.6035
140,     23.83,    0.6061
141,        24,    0.6113
142,     24.17,     0.615
143,     24.33,    0.6205
144,      24.5,    0.6226
145,     24.67,    0.6293
146,     24.83,    0.6348
147,        25,    0.6386
148,     25.17,    0.6401
149,     25.33,    0.6447
150,      25.5,    0.6463
151,     25.67,    0.6482
152,     25.83,    0.6529
153,        26,    0.6576
154,     26.17,     0.663
155,     26.33,     0.664
156,      26.5,    0.6686
157,     26.67,    0.6743
158,     26.83,    0.6796
159,        27,    0.6786
160,     27.17,    0.6908
161,     27.33,    0.6841
162,      27.5,    0.6883
163,     27.67,    0.6946
164,     27.83,    0.7059
165,        28,    0.7058
166,     28.17,     0.708
167,     28.33,    0.7089
168,      28.5,    0.7181
169,     28.67,    0.7178
170,     28.83,     0.724
171,        29,    0.7273
172,     29.17,    0.7273
173,     29.33,    0.7348
174,      29.5,    0.7394
175,     29.67,    0.7401
176,     29.83,    0.7463
177,        30,    0.7497
178,     30.17,    0.7531
179,     30.33,    0.7533
180,      30.5,    0.7614
181,     30.67,    0.7624
182,     30.83,    0.7738
183,        31,    0.7704
184,     31.17,    0.7773
185,     31.33,    0.7779
186,      31.5,    0.7813
187,     31.67,    0.7888
188,     31.83,    0.7944
189,        32,    0.7964
190,     32.17,    0.8053
191,     32.33,     0.799
192,      32.5,    0.8055
193,     32.67,    0.8085
194,     32.83,    0.8117
195,        33,    0.8158
196,     33.17,    0.8255
197,     33.33,    0.8256
198,      33.5,    0.8296
199,     33.67,    0.8254
200,     33.83,    0.8361
201,        34,    0.8389
202,     34.17,    0.8386
203,     34.33,    0.8474
204,      34.5,    0.8493
205,     34.67,    0.8521
206,     34.83,    0.8549
207,        35,      0.86
208,     35.17,     0.865
209,     35.33,    0.8679
210,      35.5,    0.8666
211,     35.67,    0.8748
212,     35.83,    0.8759
213,        36,    0.8855
214,     36.17,    0.8878
215,     36.33,    0.8987
216,      36.5,     0.896
217,     36.67,    0.8926
218,     36.83,    0.9085
219,        37,    0.9079
220,     37.17,    0.9059
221,     37.33,    0.9093
222,      37.5,    0.9136
223,     37.67,    0.9137
224,     37.83,    0.9164
225,        38,    0.9179
226,     38.17,    0.9246
227,     38.33,    0.9351
228,      38.5,     0.936
229,     38.67,    0.9381
230,     38.83,    0.9384
231,        39,    0.9439
232,     39.17,    0.9532
233,     39.33,    0.9431
234,      39.5,    0.9601
235,     39.67,    0.9564
236,     39.83,    0.9664
237,        40,    0.9623
238,     40.17,    0.9746
