,time,abs
0,       0.5,   0.00617
1,    0.6667,  0.008589
2,    0.8333,   0.01267
3,         1,   0.01208
4,     1.167,   0.01479
5,     1.333,   0.01911
6,       1.5,   0.01935
7,     1.667,   0.01937
8,     1.833,   0.02158
9,         2,    0.0263
10,     2.167,   0.02593
11,     2.333,    0.0288
12,       2.5,   0.03256
13,     2.667,   0.03113
14,     2.833,   0.03617
15,         3,   0.03598
16,     3.167,   0.03962
17,     3.333,   0.04201
18,       3.5,   0.04283
19,     3.667,   0.04516
20,     3.833,   0.04825
21,         4,   0.04938
22,     4.167,   0.05077
23,     4.333,   0.05462
24,       4.5,   0.05703
25,     4.667,   0.05743
26,     4.833,   0.06142
27,         5,   0.06224
28,     5.167,   0.06255
29,     5.333,   0.06569
30,       5.5,   0.06632
31,     5.667,   0.07193
32,     5.833,   0.07191
33,         6,    0.0734
34,     6.167,   0.07725
35,     6.333,   0.07919
36,       6.5,   0.07833
37,     6.667,   0.08162
38,     6.833,   0.08383
39,         7,   0.08602
40,     7.167,   0.08684
41,     7.333,   0.09129
42,       7.5,   0.09269
43,     7.667,   0.09563
44,     7.833,   0.09664
45,         8,   0.09654
46,     8.167,       0.1
47,     8.333,    0.1015
48,       8.5,    0.1037
49,     8.667,    0.1065
50,     8.833,    0.1059
51,         9,    0.1113
52,     9.167,    0.1133
53,     9.333,     0.114
54,       9.5,    0.1154
55,     9.667,    0.1187
56,     9.833,    0.1201
57,        10,    0.1228
58,     10.17,    0.1228
59,     10.33,    0.1279
60,      10.5,    0.1263
61,     10.67,      0.13
62,     10.83,    0.1322
63,        11,     0.133
64,     11.17,    0.1362
65,     11.33,    0.1382
66,      11.5,    0.1394
67,     11.67,    0.1442
68,     11.83,    0.1438
69,        12,    0.1449
70,     12.17,    0.1492
71,     12.33,    0.1503
72,      12.5,     0.151
73,     12.67,    0.1535
74,     12.83,    0.1534
75,        13,     0.157
76,     13.17,     0.159
77,     13.33,    0.1611
78,      13.5,    0.1628
79,     13.67,    0.1642
80,     13.83,     0.168
81,        14,    0.1689
82,     14.17,    0.1699
83,     14.33,    0.1737
84,      14.5,    0.1756
85,     14.67,    0.1792
86,     14.83,    0.1782
87,        15,    0.1787
88,     15.17,    0.1839
89,     15.33,    0.1823
90,      15.5,    0.1862
91,     15.67,    0.1871
92,     15.83,    0.1902
93,        16,    0.1919
94,     16.17,    0.1922
95,     16.33,    0.1939
96,      16.5,    0.1955
97,     16.67,    0.1992
98,     16.83,    0.2013
99,        17,    0.2014
100,     17.17,    0.2057
101,     17.33,    0.2068
102,      17.5,    0.2095
103,     17.67,    0.2138
104,     17.83,    0.2135
105,        18,     0.214
106,     18.17,    0.2177
107,     18.33,    0.2186
108,      18.5,    0.2191
109,     18.67,    0.2207
110,     18.83,    0.2242
111,        19,    0.2277
112,     19.17,    0.2269
113,     19.33,    0.2308
114,      19.5,    0.2313
115,     19.67,     0.233
116,     19.83,    0.2356
117,        20,    0.2382
118,     20.17,    0.2387
119,     20.33,    0.2412
120,      20.5,     0.242
121,     20.67,    0.2466
122,     20.83,    0.2456
123,        21,    0.2497
124,     21.17,    0.2504
125,     21.33,    0.2546
126,      21.5,    0.2527
127,     21.67,    0.2559
128,     21.83,     0.258
129,        22,    0.2591
130,     22.17,     0.259
131,     22.33,    0.2623
132,      22.5,    0.2642
133,     22.67,    0.2664
134,     22.83,    0.2695
135,        23,    0.2736
136,     23.17,    0.2753
137,     23.33,    0.2753
138,      23.5,     0.277
139,     23.67,    0.2793
140,     23.83,    0.2808
141,        24,    0.2817
142,     24.17,    0.2851
143,     24.33,    0.2843
144,      24.5,    0.2876
145,     24.67,    0.2912
146,     24.83,    0.2918
147,        25,    0.2912
148,     25.17,    0.2942
149,     25.33,    0.2997
150,      25.5,    0.3005
151,     25.67,    0.2992
152,     25.83,     0.301
153,        26,    0.3058
154,     26.17,    0.3055
155,     26.33,    0.3081
