,time,abs
0,       0.5,  0.006816
1,    0.6667,  0.006377
2,    0.8333,  0.007437
3,         1,   0.01102
4,     1.167,   0.01245
5,     1.333,    0.0148
6,       1.5,   0.01672
7,     1.667,   0.01775
8,     1.833,   0.02031
9,         2,   0.02132
10,     2.167,   0.02306
11,     2.333,   0.02616
12,       2.5,   0.02737
13,     2.667,   0.03105
14,     2.833,   0.03032
15,         3,   0.03064
16,     3.167,   0.03334
17,     3.333,   0.03449
18,       3.5,   0.03549
19,     3.667,   0.03791
20,     3.833,   0.03942
21,         4,   0.04186
22,     4.167,   0.04354
23,     4.333,    0.0482
24,       4.5,   0.04558
25,     4.667,   0.04879
26,     4.833,   0.05243
27,         5,   0.05468
28,     5.167,   0.05639
29,     5.333,   0.05697
30,       5.5,   0.05829
31,     5.667,   0.06095
32,     5.833,   0.05942
33,         6,   0.06362
34,     6.167,   0.06618
35,     6.333,   0.06779
36,       6.5,   0.06889
37,     6.667,    0.0681
38,     6.833,   0.07301
39,         7,   0.07442
40,     7.167,   0.07508
41,     7.333,   0.07919
42,       7.5,   0.08049
43,     7.667,   0.08196
44,     7.833,   0.08221
45,         8,   0.08658
46,     8.167,   0.08694
47,     8.333,   0.08605
48,       8.5,   0.08903
49,     8.667,   0.09202
50,     8.833,   0.09396
51,         9,   0.09529
52,     9.167,   0.09906
53,     9.333,   0.09894
54,       9.5,   0.09907
55,     9.667,    0.1026
56,     9.833,    0.1034
57,        10,    0.1065
58,     10.17,    0.1057
59,     10.33,    0.1095
60,      10.5,    0.1124
61,     10.67,    0.1129
62,     10.83,    0.1152
63,        11,    0.1153
64,     11.17,     0.117
65,     11.33,    0.1188
66,      11.5,    0.1215
67,     11.67,    0.1216
68,     11.83,    0.1227
69,        12,     0.127
70,     12.17,    0.1282
71,     12.33,    0.1305
72,      12.5,    0.1307
73,     12.67,    0.1334
74,     12.83,    0.1333
75,        13,    0.1349
76,     13.17,    0.1384
77,     13.33,    0.1412
78,      13.5,    0.1432
79,     13.67,    0.1429
80,     13.83,    0.1461
81,        14,    0.1457
82,     14.17,    0.1473
83,     14.33,    0.1516
84,      14.5,    0.1528
85,     14.67,    0.1551
86,     14.83,    0.1562
87,        15,    0.1585
88,     15.17,    0.1612
89,     15.33,    0.1601
90,      15.5,    0.1627
91,     15.67,    0.1665
92,     15.83,    0.1659
93,        16,    0.1689
94,     16.17,    0.1701
95,     16.33,    0.1713
96,      16.5,    0.1733
97,     16.67,    0.1753
98,     16.83,    0.1761
99,        17,    0.1779
100,     17.17,     0.178
101,     17.33,    0.1821
102,      17.5,     0.185
103,     17.67,    0.1868
104,     17.83,    0.1878
105,        18,    0.1893
106,     18.17,    0.1928
107,     18.33,    0.1916
108,      18.5,    0.1934
109,     18.67,    0.1961
110,     18.83,    0.1977
111,        19,    0.1991
112,     19.17,    0.2018
113,     19.33,    0.2024
114,      19.5,    0.2045
115,     19.67,    0.2059
116,     19.83,    0.2103
117,        20,    0.2084
118,     20.17,    0.2128
119,     20.33,    0.2147
120,      20.5,    0.2153
121,     20.67,     0.215
122,     20.83,    0.2185
123,        21,    0.2209
124,     21.17,    0.2208
125,     21.33,    0.2255
126,      21.5,    0.2244
127,     21.67,    0.2284
128,     21.83,    0.2298
129,        22,    0.2304
130,     22.17,     0.233
131,     22.33,    0.2339
132,      22.5,    0.2356
133,     22.67,    0.2356
134,     22.83,    0.2391
135,        23,    0.2422
136,     23.17,    0.2417
137,     23.33,    0.2439
138,      23.5,    0.2461
139,     23.67,    0.2491
140,     23.83,    0.2488
141,        24,    0.2518
142,     24.17,    0.2544
143,     24.33,    0.2528
144,      24.5,    0.2557
145,     24.67,    0.2584
146,     24.83,    0.2615
147,        25,     0.263
148,     25.17,    0.2625
149,     25.33,    0.2651
150,      25.5,    0.2674
151,     25.67,    0.2695
152,     25.83,    0.2687
153,        26,     0.272
154,     26.17,    0.2714
155,     26.33,    0.2768
156,      26.5,    0.2763
157,     26.67,    0.2781
158,     26.83,    0.2783
159,        27,    0.2792
160,     27.17,    0.2832
161,     27.33,    0.2874
162,      27.5,    0.2861
163,     27.67,    0.2876
164,     27.83,    0.2924
165,        28,    0.2916
166,     28.17,    0.2927
167,     28.33,    0.2951
168,      28.5,    0.2997
169,     28.67,    0.2972
170,     28.83,    0.3002
171,        29,    0.3024
172,     29.17,    0.3032
173,     29.33,    0.3024
174,      29.5,    0.3089
175,     29.67,    0.3093
176,     29.83,    0.3109
177,        30,     0.312
178,     30.17,    0.3161
179,     30.33,    0.3182
180,      30.5,    0.3174
181,     30.67,     0.319
182,     30.83,    0.3208
183,        31,    0.3219
184,     31.17,     0.326
185,     31.33,    0.3256
186,      31.5,    0.3275
187,     31.67,    0.3303
188,     31.83,    0.3314
189,        32,    0.3347
190,     32.17,    0.3326
191,     32.33,     0.335
192,      32.5,     0.339
193,     32.67,    0.3415
194,     32.83,    0.3413
195,        33,    0.3418
196,     33.17,    0.3438
197,     33.33,    0.3469
198,      33.5,    0.3479
199,     33.67,    0.3485
200,     33.83,    0.3521
201,        34,    0.3531
202,     34.17,    0.3536
203,     34.33,    0.3569
204,      34.5,    0.3587
205,     34.67,    0.3598
206,     34.83,    0.3604
207,        35,    0.3641
208,     35.17,    0.3638
209,     35.33,    0.3665
210,      35.5,    0.3665
211,     35.67,    0.3689
