,time,abs
0,       0.5,   0.01784
1,    0.6667,   0.02498
2,    0.8333,   0.02983
3,         1,   0.03837
4,     1.167,   0.04345
5,     1.333,   0.05019
6,       1.5,   0.05615
7,     1.667,    0.0623
8,     1.833,   0.06924
9,         2,   0.07609
10,     2.167,   0.08269
11,     2.333,    0.0889
12,       2.5,   0.09466
13,     2.667,    0.1011
14,     2.833,    0.1076
15,         3,    0.1115
16,     3.167,    0.1194
17,     3.333,    0.1269
18,       3.5,    0.1327
19,     3.667,    0.1394
20,     3.833,    0.1464
21,         4,    0.1505
22,     4.167,     0.156
23,     4.333,    0.1613
24,       4.5,    0.1684
25,     4.667,    0.1754
26,     4.833,    0.1813
27,         5,    0.1871
28,     5.167,    0.1913
29,     5.333,    0.1994
30,       5.5,    0.2033
31,     5.667,    0.2121
32,     5.833,    0.2187
33,         6,    0.2251
34,     6.167,      0.23
35,     6.333,    0.2362
36,       6.5,    0.2437
37,     6.667,    0.2488
38,     6.833,    0.2551
39,         7,    0.2607
40,     7.167,    0.2652
41,     7.333,    0.2726
42,       7.5,    0.2783
43,     7.667,    0.2859
44,     7.833,    0.2896
45,         8,     0.297
46,     8.167,    0.3036
47,     8.333,    0.3092
48,       8.5,    0.3178
49,     8.667,    0.3202
50,     8.833,     0.329
51,         9,    0.3326
52,     9.167,    0.3392
53,     9.333,    0.3468
54,       9.5,    0.3533
55,     9.667,    0.3586
56,     9.833,    0.3631
57,        10,    0.3686
58,     10.17,    0.3787
59,     10.33,    0.3814
60,      10.5,     0.387
61,     10.67,     0.392
62,     10.83,    0.3986
63,        11,     0.407
64,     11.17,    0.4115
65,     11.33,     0.417
66,      11.5,    0.4236
67,     11.67,    0.4305
68,     11.83,    0.4344
69,        12,    0.4384
70,     12.17,    0.4469
71,     12.33,    0.4477
72,      12.5,    0.4575
73,     12.67,    0.4632
74,     12.83,    0.4682
75,        13,    0.4762
76,     13.17,    0.4816
77,     13.33,    0.4885
78,      13.5,    0.4971
79,     13.67,    0.4979
80,     13.83,    0.5053
81,        14,      0.51
82,     14.17,    0.5168
83,     14.33,     0.524
84,      14.5,    0.5258
85,     14.67,    0.5317
86,     14.83,    0.5381
87,        15,    0.5461
88,     15.17,    0.5476
89,     15.33,    0.5571
90,      15.5,    0.5588
91,     15.67,    0.5668
92,     15.83,    0.5743
93,        16,    0.5835
94,     16.17,    0.5885
95,     16.33,    0.5917
96,      16.5,    0.5986
97,     16.67,    0.6005
98,     16.83,    0.6112
99,        17,    0.6134
100,     17.17,    0.6191
101,     17.33,    0.6253
102,      17.5,    0.6328
103,     17.67,     0.637
104,     17.83,    0.6402
105,        18,    0.6451
106,     18.17,    0.6516
107,     18.33,    0.6589
108,      18.5,    0.6608
109,     18.67,    0.6696
110,     18.83,    0.6738
111,        19,    0.6795
