,time,abs
0,       0.5,  0.004211
1,    0.6667,  0.007722
2,    0.8333,  0.008114
3,         1,   0.01118
4,     1.167,   0.00929
5,     1.333,   0.01119
6,       1.5,   0.01356
7,     1.667,   0.01566
8,     1.833,   0.01612
9,         2,   0.01783
10,     2.167,   0.01931
11,     2.333,   0.02043
12,       2.5,   0.02209
13,     2.667,    0.0253
14,     2.833,   0.02669
15,         3,   0.02639
16,     3.167,    0.0284
17,     3.333,    0.0307
18,       3.5,   0.03138
19,     3.667,   0.03416
20,     3.833,   0.03562
21,         4,   0.03706
22,     4.167,   0.03824
23,     4.333,   0.04041
24,       4.5,   0.04201
25,     4.667,   0.04322
26,     4.833,   0.04683
27,         5,   0.04565
28,     5.167,   0.04716
29,     5.333,   0.04806
30,       5.5,   0.05232
31,     5.667,   0.05167
32,     5.833,   0.05336
33,         6,   0.05482
34,     6.167,   0.05705
35,     6.333,   0.05683
36,       6.5,    0.0582
37,     6.667,   0.06319
38,     6.833,   0.05955
39,         7,   0.06477
40,     7.167,    0.0646
41,     7.333,   0.06707
42,       7.5,   0.06788
43,     7.667,   0.06862
44,     7.833,   0.06969
45,         8,   0.07292
46,     8.167,   0.07357
47,     8.333,   0.07466
48,       8.5,   0.07547
49,     8.667,   0.07873
50,     8.833,   0.07905
51,         9,   0.08215
52,     9.167,   0.08033
53,     9.333,   0.08477
54,       9.5,   0.08416
55,     9.667,    0.0876
56,     9.833,   0.08911
57,        10,   0.09064
58,     10.17,   0.09115
59,     10.33,   0.09139
60,      10.5,   0.09509
61,     10.67,   0.09576
62,     10.83,   0.09668
63,        11,   0.09921
64,     11.17,    0.1012
65,     11.33,    0.1026
66,      11.5,    0.1046
67,     11.67,    0.1066
68,     11.83,    0.1065
69,        12,    0.1077
70,     12.17,    0.1096
71,     12.33,    0.1102
72,      12.5,    0.1092
73,     12.67,    0.1142
74,     12.83,    0.1134
75,        13,    0.1165
76,     13.17,    0.1179
77,     13.33,    0.1195
78,      13.5,    0.1227
79,     13.67,    0.1238
80,     13.83,    0.1247
81,        14,    0.1251
82,     14.17,    0.1234
83,     14.33,    0.1282
84,      14.5,    0.1291
85,     14.67,    0.1313
86,     14.83,    0.1324
87,        15,    0.1343
88,     15.17,    0.1359
89,     15.33,    0.1379
90,      15.5,     0.141
91,     15.67,    0.1402
92,     15.83,     0.141
93,        16,    0.1432
94,     16.17,    0.1431
95,     16.33,    0.1458
96,      16.5,    0.1487
97,     16.67,    0.1494
98,     16.83,    0.1506
99,        17,    0.1532
100,     17.17,    0.1542
101,     17.33,    0.1544
102,      17.5,    0.1568
103,     17.67,    0.1586
104,     17.83,    0.1581
105,        18,    0.1603
106,     18.17,    0.1615
107,     18.33,    0.1633
108,      18.5,    0.1655
109,     18.67,    0.1644
110,     18.83,    0.1675
111,        19,    0.1698
112,     19.17,    0.1703
113,     19.33,      0.17
114,      19.5,    0.1738
115,     19.67,    0.1737
116,     19.83,    0.1766
117,        20,    0.1784
118,     20.17,     0.179
119,     20.33,    0.1794
120,      20.5,    0.1828
121,     20.67,    0.1832
122,     20.83,    0.1863
123,        21,    0.1874
124,     21.17,    0.1856
125,     21.33,     0.188
126,      21.5,    0.1908
127,     21.67,    0.1923
128,     21.83,     0.193
129,        22,    0.1953
130,     22.17,    0.1961
131,     22.33,    0.1976
132,      22.5,    0.1981
133,     22.67,    0.2012
134,     22.83,    0.2037
135,        23,    0.2017
136,     23.17,    0.2045
137,     23.33,    0.2063
138,      23.5,    0.2075
139,     23.67,    0.2088
140,     23.83,    0.2101
141,        24,    0.2114
142,     24.17,    0.2134
143,     24.33,    0.2148
144,      24.5,    0.2143
145,     24.67,    0.2187
146,     24.83,    0.2204
147,        25,     0.222
148,     25.17,    0.2214
149,     25.33,    0.2261
150,      25.5,     0.225
151,     25.67,    0.2264
152,     25.83,    0.2271
153,        26,    0.2278
154,     26.17,    0.2316
155,     26.33,     0.233
156,      26.5,    0.2317
157,     26.67,    0.2344
158,     26.83,    0.2351
159,        27,    0.2361
160,     27.17,     0.237
161,     27.33,    0.2408
162,      27.5,    0.2398
163,     27.67,    0.2431
164,     27.83,    0.2421
165,        28,    0.2446
166,     28.17,    0.2483
167,     28.33,    0.2482
168,      28.5,    0.2504
169,     28.67,     0.251
170,     28.83,    0.2503
171,        29,    0.2522
172,     29.17,    0.2534
173,     29.33,     0.256
174,      29.5,    0.2563
175,     29.67,    0.2587
176,     29.83,    0.2613
177,        30,    0.2648
178,     30.17,    0.2613
179,     30.33,    0.2659
180,      30.5,    0.2671
181,     30.67,    0.2676
182,     30.83,    0.2686
183,        31,    0.2724
184,     31.17,    0.2714
185,     31.33,     0.275
186,      31.5,     0.273
187,     31.67,    0.2751
188,     31.83,    0.2766
189,        32,    0.2767
190,     32.17,    0.2796
191,     32.33,    0.2811
192,      32.5,    0.2827
193,     32.67,    0.2867
194,     32.83,    0.2841
195,        33,    0.2868
196,     33.17,    0.2889
197,     33.33,    0.2874
198,      33.5,    0.2907
199,     33.67,    0.2935
200,     33.83,    0.2897
201,        34,    0.2962
202,     34.17,    0.2945
