,time,abs
0,       0.5,  0.007569
1,    0.6667,   0.01224
2,    0.8333,   0.01739
3,         1,   0.01861
4,     1.167,   0.02339
5,     1.333,    0.0256
6,       1.5,   0.02918
7,     1.667,   0.03392
8,     1.833,    0.0373
9,         2,   0.04064
10,     2.167,   0.04213
11,     2.333,   0.04485
12,       2.5,   0.04971
13,     2.667,   0.05167
14,     2.833,   0.05727
15,         3,    0.0592
16,     3.167,   0.06419
17,     3.333,   0.06647
18,       3.5,   0.06661
19,     3.667,   0.07335
20,     3.833,   0.07597
21,         4,    0.0778
22,     4.167,   0.08006
23,     4.333,   0.08538
24,       4.5,   0.08658
25,     4.667,   0.09104
26,     4.833,   0.09381
27,         5,   0.09777
28,     5.167,    0.1005
29,     5.333,    0.1028
30,       5.5,     0.108
31,     5.667,    0.1118
32,     5.833,    0.1152
33,         6,    0.1175
34,     6.167,    0.1212
35,     6.333,     0.125
36,       6.5,    0.1272
37,     6.667,    0.1298
38,     6.833,    0.1338
39,         7,    0.1346
40,     7.167,    0.1415
41,     7.333,    0.1407
42,       7.5,    0.1458
43,     7.667,    0.1485
44,     7.833,    0.1541
45,         8,    0.1539
46,     8.167,    0.1616
47,     8.333,    0.1629
48,       8.5,    0.1667
49,     8.667,    0.1698
50,     8.833,    0.1723
51,         9,     0.175
52,     9.167,    0.1769
53,     9.333,    0.1827
54,       9.5,    0.1846
55,     9.667,    0.1872
56,     9.833,    0.1925
57,        10,    0.1943
58,     10.17,    0.1976
59,     10.33,     0.202
60,      10.5,    0.2038
61,     10.67,    0.2089
62,     10.83,    0.2108
63,        11,    0.2143
64,     11.17,    0.2176
65,     11.33,    0.2199
66,      11.5,    0.2227
67,     11.67,    0.2242
68,     11.83,    0.2302
69,        12,    0.2333
70,     12.17,    0.2341
71,     12.33,    0.2372
72,      12.5,    0.2421
73,     12.67,    0.2464
74,     12.83,     0.249
75,        13,    0.2522
76,     13.17,    0.2566
77,     13.33,    0.2597
78,      13.5,    0.2595
79,     13.67,    0.2644
80,     13.83,    0.2702
81,        14,    0.2723
82,     14.17,    0.2731
83,     14.33,    0.2785
84,      14.5,    0.2802
85,     14.67,     0.285
86,     14.83,     0.287
87,        15,    0.2893
88,     15.17,    0.2914
89,     15.33,    0.2947
90,      15.5,    0.3001
91,     15.67,    0.3025
92,     15.83,    0.3064
93,        16,    0.3089
94,     16.17,    0.3108
95,     16.33,    0.3156
96,      16.5,    0.3163
97,     16.67,    0.3212
98,     16.83,     0.326
99,        17,    0.3263
100,     17.17,    0.3302
101,     17.33,    0.3357
102,      17.5,    0.3391
103,     17.67,    0.3414
104,     17.83,    0.3446
105,        18,    0.3473
106,     18.17,    0.3513
107,     18.33,    0.3508
108,      18.5,     0.357
109,     18.67,    0.3555
110,     18.83,    0.3623
111,        19,     0.365
112,     19.17,    0.3694
113,     19.33,    0.3745
114,      19.5,    0.3749
115,     19.67,    0.3805
116,     19.83,    0.3844
117,        20,    0.3835
118,     20.17,    0.3856
119,     20.33,    0.3908
120,      20.5,    0.3957
121,     20.67,    0.3955
122,     20.83,    0.3991
123,        21,    0.4026
124,     21.17,     0.406
125,     21.33,    0.4108
126,      21.5,    0.4124
127,     21.67,    0.4139
128,     21.83,    0.4208
129,        22,    0.4189
130,     22.17,    0.4248
131,     22.33,    0.4243
132,      22.5,    0.4298
133,     22.67,    0.4333
134,     22.83,    0.4377
135,        23,    0.4421
136,     23.17,    0.4417
137,     23.33,    0.4416
138,      23.5,     0.448
139,     23.67,    0.4518
140,     23.83,    0.4548
141,        24,    0.4575
142,     24.17,    0.4637
143,     24.33,     0.465
144,      24.5,    0.4667
145,     24.67,    0.4711
146,     24.83,    0.4728
147,        25,    0.4782
148,     25.17,    0.4796
149,     25.33,    0.4846
150,      25.5,    0.4837
151,     25.67,    0.4889
152,     25.83,    0.4938
153,        26,    0.4948
154,     26.17,     0.499
155,     26.33,    0.5008
156,      26.5,    0.5011
157,     26.67,    0.5058
158,     26.83,    0.5136
159,        27,    0.5139
160,     27.17,    0.5161
161,     27.33,    0.5204
162,      27.5,     0.521
163,     27.67,    0.5253
164,     27.83,    0.5306
165,        28,    0.5312
166,     28.17,    0.5363
167,     28.33,    0.5359
168,      28.5,    0.5391
169,     28.67,    0.5435
170,     28.83,    0.5462
171,        29,    0.5471
172,     29.17,    0.5503
173,     29.33,    0.5542
174,      29.5,    0.5549
175,     29.67,    0.5609
176,     29.83,    0.5644
177,        30,    0.5692
178,     30.17,    0.5721
179,     30.33,    0.5748
180,      30.5,    0.5741
181,     30.67,    0.5778
182,     30.83,    0.5805
183,        31,    0.5846
184,     31.17,    0.5884
185,     31.33,    0.5874
186,      31.5,     0.596
187,     31.67,    0.5942
188,     31.83,    0.6008
189,        32,    0.6033
190,     32.17,    0.6071
191,     32.33,    0.6099
192,      32.5,    0.6109
193,     32.67,    0.6173
194,     32.83,    0.6202
195,        33,    0.6147
196,     33.17,    0.6258
197,     33.33,    0.6284
198,      33.5,    0.6245
199,     33.67,    0.6308
200,     33.83,    0.6361
201,        34,    0.6374
202,     34.17,    0.6432
203,     34.33,    0.6439
204,      34.5,    0.6471
205,     34.67,    0.6509
206,     34.83,    0.6555
207,        35,     0.653
208,     35.17,    0.6602
209,     35.33,    0.6644
210,      35.5,    0.6639
211,     35.67,    0.6639
212,     35.83,    0.6728
213,        36,    0.6756
214,     36.17,    0.6743
215,     36.33,    0.6804
216,      36.5,    0.6833
217,     36.67,    0.6837
218,     36.83,    0.6859
219,        37,    0.6906
220,     37.17,    0.6913
221,     37.33,    0.6978
222,      37.5,    0.6962
223,     37.67,    0.7047
224,     37.83,    0.7036
225,        38,    0.7065
226,     38.17,    0.7105
227,     38.33,    0.7126
228,      38.5,    0.7126
229,     38.67,    0.7163
230,     38.83,     0.722
231,        39,    0.7228
232,     39.17,    0.7261
233,     39.33,     0.734
234,      39.5,    0.7353
235,     39.67,    0.7397
236,     39.83,    0.7465
237,        40,      0.74
238,     40.17,    0.7469
239,     40.33,    0.7477
240,      40.5,    0.7516
241,     40.67,    0.7502
242,     40.83,    0.7517
243,        41,    0.7613
244,     41.17,    0.7644
245,     41.33,     0.766
246,      41.5,    0.7676
247,     41.67,    0.7684
248,     41.83,    0.7709
249,        42,    0.7754
250,     42.17,    0.7807
251,     42.33,    0.7815
252,      42.5,    0.7885
253,     42.67,    0.7882
254,     42.83,    0.7891
255,        43,    0.7904
256,     43.17,    0.7966
257,     43.33,    0.7995
258,      43.5,    0.8049
259,     43.67,    0.8029
260,     43.83,    0.8084
261,        44,    0.8092
262,     44.17,    0.8157
263,     44.33,    0.8158
264,      44.5,    0.8194
265,     44.67,     0.821
266,     44.83,    0.8254
267,        45,    0.8257
268,     45.17,    0.8356
269,     45.33,    0.8373
270,      45.5,    0.8327
271,     45.67,    0.8404
272,     45.83,    0.8394
273,        46,    0.8422
274,     46.17,    0.8456
275,     46.33,    0.8425
276,      46.5,      0.85
277,     46.67,    0.8533
278,     46.83,    0.8559
279,        47,    0.8639
280,     47.17,    0.8662
281,     47.33,    0.8633
282,      47.5,    0.8657
283,     47.67,    0.8676
284,     47.83,    0.8669
285,        48,    0.8697
286,     48.17,    0.8826
287,     48.33,    0.8864
288,      48.5,    0.8851
289,     48.67,    0.8838
290,     48.83,    0.8896
291,        49,    0.8951
292,     49.17,    0.8983
293,     49.33,    0.8947
294,      49.5,    0.8977
295,     49.67,    0.9075
296,     49.83,    0.8973
297,        50,    0.9063
298,     50.17,    0.9098
299,     50.33,    0.9141
300,      50.5,    0.9151
301,     50.67,    0.9163
302,     50.83,    0.9203
303,        51,     0.925
304,     51.17,     0.932
305,     51.33,    0.9294
306,      51.5,    0.9322
307,     51.67,    0.9308
308,     51.83,    0.9361
309,        52,    0.9387
310,     52.17,    0.9432
311,     52.33,    0.9501
312,      52.5,    0.9489
313,     52.67,    0.9462
314,     52.83,    0.9531
315,        53,    0.9548
316,     53.17,    0.9623
317,     53.33,     0.964
318,      53.5,    0.9664
319,     53.67,    0.9644
320,     53.83,    0.9727
321,        54,     0.972
322,     54.17,     0.971
323,     54.33,    0.9778
324,      54.5,    0.9734
325,     54.67,    0.9876
326,     54.83,    0.9887
327,        55,    0.9864
328,     55.17,    0.9954
329,     55.33,    0.9867
330,      55.5,         1
331,     55.67,    0.9944
332,     55.83,    0.9974
333,        56,     0.997
334,     56.17,     1.001
335,     56.33,     1.012
