,time,abs
0,       0.5,  0.007335
1,    0.6667,  0.008813
2,    0.8333,   0.01157
3,         1,   0.01355
4,     1.167,   0.01342
5,     1.333,   0.01809
6,       1.5,   0.02139
7,     1.667,   0.02349
8,     1.833,   0.02519
9,         2,   0.02773
10,     2.167,   0.02673
11,     2.333,   0.02954
12,       2.5,   0.03319
13,     2.667,   0.03642
14,     2.833,   0.03747
15,         3,   0.03859
16,     3.167,   0.04169
17,     3.333,   0.04421
18,       3.5,   0.04644
19,     3.667,   0.05023
20,     3.833,   0.05199
21,         4,   0.05141
22,     4.167,   0.05529
23,     4.333,   0.05749
24,       4.5,   0.05836
25,     4.667,   0.06121
26,     4.833,   0.06395
27,         5,   0.06636
28,     5.167,   0.06723
29,     5.333,   0.07109
30,       5.5,   0.07292
31,     5.667,   0.07432
32,     5.833,   0.07597
33,         6,   0.07906
34,     6.167,   0.08194
35,     6.333,   0.08195
36,       6.5,   0.08627
37,     6.667,   0.08821
38,     6.833,   0.09077
39,         7,   0.09206
40,     7.167,   0.09239
41,     7.333,   0.09558
42,       7.5,   0.09567
43,     7.667,    0.1009
44,     7.833,    0.1031
45,         8,    0.1035
46,     8.167,    0.1078
47,     8.333,    0.1076
48,       8.5,    0.1124
49,     8.667,    0.1141
50,     8.833,    0.1126
51,         9,    0.1192
52,     9.167,    0.1197
53,     9.333,    0.1206
54,       9.5,    0.1246
55,     9.667,    0.1261
56,     9.833,    0.1288
57,        10,    0.1301
58,     10.17,    0.1307
59,     10.33,    0.1364
60,      10.5,    0.1374
61,     10.67,    0.1388
62,     10.83,    0.1393
63,        11,    0.1449
64,     11.17,    0.1437
65,     11.33,    0.1484
66,      11.5,    0.1493
67,     11.67,    0.1496
68,     11.83,    0.1537
69,        12,    0.1541
70,     12.17,    0.1581
71,     12.33,     0.159
72,      12.5,    0.1636
73,     12.67,    0.1636
74,     12.83,    0.1669
75,        13,    0.1668
76,     13.17,    0.1715
77,     13.33,    0.1728
78,      13.5,    0.1736
79,     13.67,    0.1756
80,     13.83,    0.1783
81,        14,    0.1809
82,     14.17,    0.1853
83,     14.33,     0.185
84,      14.5,     0.187
85,     14.67,    0.1875
86,     14.83,    0.1905
87,        15,     0.193
88,     15.17,    0.1933
89,     15.33,    0.1982
90,      15.5,    0.1983
91,     15.67,    0.2011
92,     15.83,    0.2022
93,        16,    0.2031
94,     16.17,     0.206
95,     16.33,     0.211
96,      16.5,    0.2111
97,     16.67,    0.2129
98,     16.83,     0.216
99,        17,    0.2196
100,     17.17,    0.2183
101,     17.33,    0.2211
102,      17.5,    0.2246
103,     17.67,    0.2256
104,     17.83,    0.2265
105,        18,    0.2316
106,     18.17,    0.2324
107,     18.33,    0.2329
108,      18.5,    0.2327
109,     18.67,    0.2383
110,     18.83,    0.2388
111,        19,     0.242
112,     19.17,    0.2424
113,     19.33,    0.2453
114,      19.5,    0.2469
115,     19.67,    0.2487
116,     19.83,    0.2514
117,        20,    0.2518
118,     20.17,    0.2564
119,     20.33,    0.2573
120,      20.5,    0.2576
121,     20.67,    0.2614
122,     20.83,    0.2631
123,        21,     0.265
124,     21.17,    0.2693
125,     21.33,    0.2667
126,      21.5,    0.2712
127,     21.67,    0.2739
128,     21.83,    0.2758
129,        22,    0.2773
130,     22.17,    0.2771
131,     22.33,    0.2812
132,      22.5,    0.2839
133,     22.67,     0.286
134,     22.83,    0.2854
135,        23,    0.2881
136,     23.17,    0.2915
137,     23.33,    0.2953
138,      23.5,    0.2967
139,     23.67,    0.2932
140,     23.83,    0.3005
141,        24,    0.3021
142,     24.17,    0.3059
143,     24.33,    0.3048
144,      24.5,    0.3063
145,     24.67,    0.3107
146,     24.83,    0.3113
147,        25,    0.3154
148,     25.17,    0.3128
149,     25.33,    0.3157
150,      25.5,    0.3191
151,     25.67,    0.3198
152,     25.83,    0.3236
153,        26,    0.3236
154,     26.17,    0.3268
155,     26.33,    0.3256
156,      26.5,    0.3287
157,     26.67,    0.3314
158,     26.83,    0.3334
159,        27,    0.3363
160,     27.17,    0.3374
161,     27.33,    0.3378
162,      27.5,    0.3425
163,     27.67,    0.3427
164,     27.83,    0.3454
165,        28,    0.3469
166,     28.17,    0.3491
167,     28.33,    0.3534
168,      28.5,     0.352
169,     28.67,    0.3551
170,     28.83,     0.358
171,        29,     0.357
172,     29.17,    0.3596
173,     29.33,    0.3618
174,      29.5,    0.3638
175,     29.67,    0.3666
176,     29.83,    0.3691
177,        30,    0.3683
178,     30.17,    0.3687
179,     30.33,    0.3733
180,      30.5,    0.3742
181,     30.67,    0.3785
182,     30.83,    0.3805
183,        31,    0.3807
184,     31.17,    0.3812
185,     31.33,    0.3865
186,      31.5,    0.3872
187,     31.67,    0.3896
188,     31.83,    0.3874
189,        32,    0.3932
190,     32.17,    0.3924
191,     32.33,    0.3952
192,      32.5,    0.3977
193,     32.67,    0.3982
194,     32.83,    0.4028
195,        33,    0.4062
196,     33.17,    0.4088
197,     33.33,    0.4086
198,      33.5,    0.4134
199,     33.67,    0.4119
200,     33.83,    0.4129
201,        34,    0.4171
202,     34.17,    0.4153
203,     34.33,    0.4167
204,      34.5,    0.4201
205,     34.67,    0.4228
206,     34.83,    0.4234
207,        35,    0.4264
208,     35.17,    0.4274
209,     35.33,    0.4262
210,      35.5,    0.4308
211,     35.67,    0.4358
212,     35.83,    0.4328
213,        36,    0.4382
214,     36.17,    0.4401
215,     36.33,    0.4385
216,      36.5,    0.4384
217,     36.67,    0.4434
218,     36.83,    0.4457
219,        37,    0.4481
220,     37.17,    0.4498
221,     37.33,    0.4537
222,      37.5,    0.4519
223,     37.67,    0.4541
224,     37.83,    0.4552
225,        38,    0.4578
226,     38.17,    0.4607
227,     38.33,    0.4623
228,      38.5,    0.4618
229,     38.67,    0.4629
230,     38.83,    0.4664
231,        39,    0.4685
232,     39.17,    0.4696
233,     39.33,    0.4735
234,      39.5,    0.4761
235,     39.67,    0.4756
236,     39.83,    0.4759
237,        40,    0.4803
238,     40.17,    0.4817
239,     40.33,    0.4822
240,      40.5,    0.4876
241,     40.67,    0.4864
242,     40.83,    0.4883
243,        41,    0.4887
244,     41.17,    0.4932
245,     41.33,    0.4957
246,      41.5,    0.4935
247,     41.67,    0.4953
248,     41.83,    0.4996
249,        42,       0.5
250,     42.17,    0.5037
251,     42.33,    0.5013
252,      42.5,    0.5058
253,     42.67,    0.5099
254,     42.83,    0.5134
255,        43,      0.51
256,     43.17,    0.5151
257,     43.33,    0.5158
258,      43.5,    0.5161
259,     43.67,    0.5179
260,     43.83,    0.5229
261,        44,    0.5192
262,     44.17,     0.526
263,     44.33,    0.5244
264,      44.5,    0.5266
265,     44.67,    0.5287
266,     44.83,    0.5287
267,        45,    0.5361
268,     45.17,    0.5325
269,     45.33,    0.5376
270,      45.5,     0.536
271,     45.67,    0.5416
272,     45.83,    0.5429
273,        46,    0.5427
274,     46.17,    0.5484
275,     46.33,    0.5432
276,      46.5,    0.5459
277,     46.67,     0.552
278,     46.83,     0.555
279,        47,    0.5547
280,     47.17,    0.5568
281,     47.33,    0.5538
282,      47.5,    0.5583
283,     47.67,    0.5593
284,     47.83,    0.5585
285,        48,    0.5628
286,     48.17,    0.5624
287,     48.33,    0.5674
288,      48.5,    0.5703
289,     48.67,    0.5701
290,     48.83,    0.5724
291,        49,    0.5726
292,     49.17,    0.5761
293,     49.33,     0.577
294,      49.5,    0.5718
295,     49.67,    0.5784
296,     49.83,     0.582
297,        50,    0.5821
298,     50.17,    0.5845
299,     50.33,    0.5845
300,      50.5,    0.5896
301,     50.67,    0.5895
302,     50.83,    0.5928
