,time,abs
0,       0.5,  0.007004
1,    0.6667,  0.009694
2,    0.8333,   0.01198
3,         1,   0.01371
4,     1.167,   0.01583
5,     1.333,   0.01631
6,       1.5,   0.02114
7,     1.667,   0.02328
8,     1.833,   0.02522
9,         2,   0.02634
10,     2.167,   0.02813
11,     2.333,   0.03249
12,       2.5,   0.03214
13,     2.667,   0.03423
14,     2.833,   0.03735
15,         3,   0.04027
16,     3.167,   0.04218
17,     3.333,   0.04117
18,       3.5,   0.04626
19,     3.667,   0.05004
20,     3.833,   0.05147
21,         4,   0.05244
22,     4.167,   0.05395
23,     4.333,   0.05606
24,       4.5,   0.05824
25,     4.667,   0.06164
26,     4.833,   0.06247
27,         5,   0.06664
28,     5.167,   0.06768
29,     5.333,   0.07087
30,       5.5,   0.07222
31,     5.667,   0.07515
32,     5.833,   0.07898
33,         6,   0.07813
34,     6.167,   0.08006
35,     6.333,   0.08399
36,       6.5,    0.0854
37,     6.667,   0.08721
38,     6.833,   0.09225
39,         7,   0.09198
40,     7.167,   0.09499
41,     7.333,    0.0952
42,       7.5,   0.09701
43,     7.667,    0.1009
44,     7.833,    0.1033
45,         8,     0.105
46,     8.167,    0.1058
47,     8.333,    0.1074
48,       8.5,    0.1135
49,     8.667,    0.1167
50,     8.833,    0.1156
51,         9,    0.1212
52,     9.167,    0.1193
53,     9.333,    0.1221
54,       9.5,     0.126
55,     9.667,    0.1278
56,     9.833,    0.1294
57,        10,    0.1324
58,     10.17,    0.1332
59,     10.33,    0.1381
60,      10.5,    0.1388
61,     10.67,    0.1404
62,     10.83,    0.1438
63,        11,    0.1446
64,     11.17,    0.1468
65,     11.33,    0.1511
66,      11.5,    0.1507
67,     11.67,    0.1528
68,     11.83,    0.1559
69,        12,    0.1563
70,     12.17,      0.16
71,     12.33,    0.1609
72,      12.5,    0.1652
73,     12.67,    0.1663
74,     12.83,    0.1691
75,        13,    0.1707
76,     13.17,    0.1726
77,     13.33,    0.1752
78,      13.5,    0.1783
79,     13.67,    0.1806
80,     13.83,    0.1814
81,        14,    0.1844
82,     14.17,    0.1849
83,     14.33,    0.1892
84,      14.5,    0.1905
85,     14.67,    0.1913
86,     14.83,    0.1961
87,        15,    0.1962
88,     15.17,    0.1986
89,     15.33,    0.1994
90,      15.5,    0.2029
91,     15.67,    0.2035
92,     15.83,     0.209
93,        16,    0.2111
94,     16.17,    0.2113
95,     16.33,    0.2156
96,      16.5,    0.2192
97,     16.67,    0.2188
98,     16.83,    0.2222
99,        17,    0.2242
100,     17.17,    0.2282
101,     17.33,    0.2293
102,      17.5,    0.2286
103,     17.67,    0.2322
104,     17.83,    0.2351
105,        18,    0.2373
106,     18.17,    0.2401
107,     18.33,    0.2409
108,      18.5,    0.2421
109,     18.67,    0.2462
110,     18.83,    0.2469
111,        19,    0.2493
112,     19.17,    0.2527
113,     19.33,    0.2548
114,      19.5,    0.2565
115,     19.67,     0.258
116,     19.83,    0.2622
117,        20,    0.2653
118,     20.17,    0.2662
119,     20.33,    0.2656
120,      20.5,    0.2704
121,     20.67,    0.2748
122,     20.83,    0.2736
123,        21,    0.2741
124,     21.17,    0.2784
125,     21.33,    0.2807
126,      21.5,    0.2829
127,     21.67,     0.285
128,     21.83,    0.2892
129,        22,    0.2901
130,     22.17,    0.2924
131,     22.33,    0.2935
132,      22.5,    0.2961
133,     22.67,    0.2995
134,     22.83,    0.3003
135,        23,    0.3036
136,     23.17,    0.3052
137,     23.33,    0.3085
138,      23.5,    0.3101
139,     23.67,    0.3105
140,     23.83,    0.3164
141,        24,    0.3138
142,     24.17,    0.3188
143,     24.33,    0.3209
144,      24.5,    0.3207
145,     24.67,    0.3247
146,     24.83,    0.3274
147,        25,    0.3303
148,     25.17,    0.3301
149,     25.33,    0.3316
150,      25.5,     0.334
151,     25.67,    0.3382
152,     25.83,    0.3399
153,        26,    0.3409
154,     26.17,    0.3455
155,     26.33,    0.3473
156,      26.5,    0.3471
157,     26.67,    0.3502
158,     26.83,    0.3527
159,        27,    0.3543
160,     27.17,    0.3568
161,     27.33,     0.358
162,      27.5,    0.3594
163,     27.67,    0.3644
164,     27.83,    0.3642
165,        28,    0.3673
166,     28.17,    0.3686
167,     28.33,    0.3726
168,      28.5,     0.376
169,     28.67,    0.3759
170,     28.83,    0.3762
171,        29,    0.3807
172,     29.17,    0.3836
