,time,abs
0,       0.5,   0.01904
1,    0.6667,   0.02542
2,    0.8333,   0.03204
3,         1,    0.0422
4,     1.167,   0.04731
5,     1.333,   0.05343
6,       1.5,   0.05998
7,     1.667,   0.06476
8,     1.833,   0.07338
9,         2,   0.08042
10,     2.167,   0.08619
11,     2.333,   0.09356
12,       2.5,     0.102
13,     2.667,    0.1066
14,     2.833,    0.1115
15,         3,    0.1199
16,     3.167,    0.1252
17,     3.333,    0.1319
18,       3.5,    0.1418
19,     3.667,    0.1469
20,     3.833,    0.1543
21,         4,    0.1584
22,     4.167,    0.1674
23,     4.333,    0.1737
24,       4.5,    0.1809
25,     4.667,     0.189
26,     4.833,     0.193
27,         5,    0.1997
28,     5.167,    0.2075
29,     5.333,    0.2129
30,       5.5,    0.2186
31,     5.667,    0.2237
32,     5.833,    0.2317
33,         6,      0.24
34,     6.167,    0.2467
35,     6.333,    0.2506
36,       6.5,    0.2563
37,     6.667,    0.2652
38,     6.833,    0.2725
39,         7,    0.2774
40,     7.167,    0.2867
41,     7.333,    0.2905
42,       7.5,    0.2983
43,     7.667,    0.3044
44,     7.833,    0.3105
45,         8,    0.3154
46,     8.167,    0.3247
47,     8.333,    0.3303
48,       8.5,    0.3365
49,     8.667,    0.3429
50,     8.833,    0.3524
51,         9,    0.3552
52,     9.167,    0.3614
53,     9.333,     0.369
54,       9.5,    0.3748
55,     9.667,    0.3832
56,     9.833,    0.3863
57,        10,    0.3941
58,     10.17,    0.4029
59,     10.33,    0.4066
60,      10.5,     0.414
61,     10.67,    0.4199
62,     10.83,    0.4276
63,        11,    0.4317
64,     11.17,    0.4366
65,     11.33,    0.4457
66,      11.5,    0.4534
67,     11.67,    0.4585
68,     11.83,    0.4638
69,        12,    0.4734
70,     12.17,     0.475
71,     12.33,    0.4849
72,      12.5,    0.4874
73,     12.67,    0.4935
74,     12.83,    0.5018
75,        13,    0.5074
76,     13.17,    0.5141
77,     13.33,    0.5195
78,      13.5,    0.5237
79,     13.67,    0.5338
80,     13.83,    0.5408
81,        14,     0.546
82,     14.17,    0.5512
83,     14.33,    0.5572
84,      14.5,    0.5655
85,     14.67,    0.5689
86,     14.83,    0.5748
87,        15,    0.5819
88,     15.17,    0.5901
89,     15.33,    0.5927
90,      15.5,    0.6007
91,     15.67,    0.6047
92,     15.83,    0.6126
93,        16,    0.6228
94,     16.17,    0.6191
95,     16.33,    0.6313
96,      16.5,    0.6377
97,     16.67,    0.6447
98,     16.83,    0.6489
99,        17,     0.655
100,     17.17,    0.6597
101,     17.33,    0.6697
102,      17.5,    0.6734
103,     17.67,    0.6762
104,     17.83,    0.6848
105,        18,    0.6955
106,     18.17,    0.6947
107,     18.33,    0.7045
108,      18.5,    0.7075
109,     18.67,    0.7154
110,     18.83,     0.723
111,        19,    0.7299
112,     19.17,    0.7345
113,     19.33,    0.7355
114,      19.5,    0.7418
115,     19.67,    0.7485
116,     19.83,    0.7575
117,        20,    0.7596
118,     20.17,    0.7658
119,     20.33,    0.7771
120,      20.5,    0.7814
121,     20.67,    0.7882
122,     20.83,    0.7971
123,        21,    0.7971
124,     21.17,    0.8044
125,     21.33,    0.8102
126,      21.5,    0.8192
127,     21.67,    0.8159
128,     21.83,    0.8218
129,        22,    0.8328
130,     22.17,    0.8432
131,     22.33,    0.8488
132,      22.5,    0.8463
133,     22.67,    0.8599
134,     22.83,    0.8628
135,        23,    0.8694
136,     23.17,      0.87
137,     23.33,    0.8773
138,      23.5,    0.8838
139,     23.67,    0.8903
140,     23.83,    0.8984
141,        24,     0.898
142,     24.17,    0.9045
143,     24.33,    0.9131
144,      24.5,    0.9131
145,     24.67,    0.9178
146,     24.83,    0.9321
147,        25,     0.933
148,     25.17,    0.9411
149,     25.33,    0.9428
150,      25.5,    0.9485
151,     25.67,    0.9495
152,     25.83,    0.9615
153,        26,    0.9595
154,     26.17,    0.9666
155,     26.33,    0.9756
156,      26.5,    0.9773
157,     26.67,    0.9854
158,     26.83,    0.9869
159,        27,    0.9996
160,     27.17,     1.004
161,     27.33,     1.008
162,      27.5,     1.017
163,     27.67,     1.019
164,     27.83,     1.029
165,        28,     1.027
166,     28.17,      1.04
167,     28.33,     1.041
168,      28.5,     1.036
169,     28.67,     1.052
170,     28.83,      1.05
171,        29,     1.062
172,     29.17,     1.073
173,     29.33,      1.07
174,      29.5,     1.078
175,     29.67,     1.076
176,     29.83,     1.089
177,        30,     1.083
178,     30.17,     1.094
179,     30.33,     1.097
180,      30.5,     1.107
181,     30.67,     1.108
182,     30.83,     1.109
183,        31,      1.12
184,     31.17,     1.122
185,     31.33,      1.13
186,      31.5,     1.132
187,     31.67,     1.142
188,     31.83,     1.139
189,        32,     1.157
190,     32.17,     1.162
191,     32.33,     1.167
192,      32.5,     1.162
193,     32.67,     1.166
194,     32.83,     1.173
195,        33,     1.184
196,     33.17,     1.182
197,     33.33,     1.193
198,      33.5,     1.189
199,     33.67,     1.197
200,     33.83,     1.204
201,        34,     1.202
202,     34.17,     1.218
203,     34.33,     1.209
204,      34.5,     1.219
205,     34.67,     1.226
206,     34.83,     1.225
207,        35,     1.242
208,     35.17,     1.246
209,     35.33,     1.248
210,      35.5,     1.229
211,     35.67,     1.246
212,     35.83,     1.249
213,        36,      1.26
214,     36.17,     1.266
215,     36.33,     1.265
216,      36.5,     1.278
217,     36.67,     1.267
218,     36.83,     1.285
219,        37,      1.28
220,     37.17,     1.284
221,     37.33,     1.294
222,      37.5,     1.289
223,     37.67,     1.284
224,     37.83,     1.301
225,        38,     1.307
226,     38.17,     1.316
227,     38.33,     1.327
228,      38.5,     1.317
229,     38.67,     1.303
230,     38.83,     1.325
231,        39,     1.323
232,     39.17,     1.329
233,     39.33,      1.35
234,      39.5,     1.326
235,     39.67,     1.345
236,     39.83,     1.356
237,        40,     1.344
238,     40.17,     1.356
239,     40.33,     1.348
240,      40.5,     1.375
241,     40.67,      1.37
242,     40.83,      1.37
243,        41,     1.373
244,     41.17,     1.374
245,     41.33,     1.395
246,      41.5,     1.383
247,     41.67,     1.388
248,     41.83,     1.393
249,        42,      1.39
250,     42.17,     1.385
251,     42.33,     1.404
252,      42.5,     1.414
253,     42.67,     1.416
254,     42.83,     1.411
255,        43,     1.413
256,     43.17,     1.398
257,     43.33,     1.411
258,      43.5,     1.415
259,     43.67,     1.428
260,     43.83,     1.426
261,        44,     1.417
262,     44.17,     1.433
263,     44.33,     1.423
264,      44.5,      1.42
265,     44.67,     1.431
266,     44.83,     1.435
267,        45,     1.411
268,     45.17,     1.451
269,     45.33,     1.434
270,      45.5,     1.452
271,     45.67,      1.46
272,     45.83,     1.454
273,        46,     1.471
274,     46.17,     1.448
275,     46.33,      1.46
276,      46.5,     1.447
277,     46.67,     1.466
278,     46.83,     1.492
279,        47,     1.467
280,     47.17,     1.486
281,     47.33,     1.464
282,      47.5,     1.485
283,     47.67,     1.481
284,     47.83,     1.505
285,        48,     1.481
286,     48.17,     1.499
287,     48.33,     1.494
288,      48.5,     1.487
289,     48.67,     1.495
290,     48.83,     1.499
291,        49,     1.507
292,     49.17,     1.506
293,     49.33,     1.503
294,      49.5,     1.508
295,     49.67,     1.491
296,     49.83,     1.479
297,        50,     1.513
298,     50.17,     1.525
299,     50.33,     1.532
300,      50.5,     1.508
301,     50.67,     1.513
302,     50.83,      1.54
