,time,abs
0,       0.5,   0.01462
1,    0.6667,    0.0171
2,    0.8333,   0.02427
3,         1,   0.02666
4,     1.167,   0.03192
5,     1.333,   0.03476
6,       1.5,   0.04032
7,     1.667,   0.04476
8,     1.833,    0.0476
9,         2,   0.05553
10,     2.167,   0.05998
11,     2.333,   0.06256
12,       2.5,    0.0664
13,     2.667,    0.0718
14,     2.833,   0.07632
15,         3,    0.0809
16,     3.167,   0.08497
17,     3.333,   0.09065
18,       3.5,   0.09164
19,     3.667,   0.09767
20,     3.833,    0.1009
21,         4,    0.1051
22,     4.167,    0.1094
23,     4.333,    0.1154
24,       4.5,     0.119
25,     4.667,     0.122
26,     4.833,    0.1299
27,         5,    0.1311
28,     5.167,    0.1382
29,     5.333,    0.1407
30,       5.5,    0.1462
31,     5.667,    0.1487
32,     5.833,    0.1527
33,         6,    0.1598
34,     6.167,    0.1629
35,     6.333,    0.1681
36,       6.5,    0.1699
37,     6.667,    0.1769
38,     6.833,    0.1806
39,         7,    0.1833
40,     7.167,    0.1873
41,     7.333,    0.1933
42,       7.5,    0.1967
43,     7.667,    0.1996
44,     7.833,    0.2038
45,         8,    0.2086
46,     8.167,    0.2121
47,     8.333,    0.2189
48,       8.5,    0.2228
49,     8.667,    0.2267
50,     8.833,    0.2291
51,         9,    0.2348
52,     9.167,    0.2391
53,     9.333,    0.2423
54,       9.5,    0.2459
55,     9.667,    0.2518
56,     9.833,    0.2528
57,        10,    0.2616
58,     10.17,    0.2627
59,     10.33,    0.2687
60,      10.5,    0.2714
61,     10.67,    0.2734
62,     10.83,    0.2776
63,        11,    0.2838
64,     11.17,    0.2873
65,     11.33,     0.292
66,      11.5,    0.2968
67,     11.67,    0.3016
68,     11.83,    0.3026
69,        12,    0.3092
70,     12.17,    0.3142
71,     12.33,    0.3174
72,      12.5,    0.3218
73,     12.67,    0.3243
74,     12.83,    0.3275
75,        13,    0.3346
76,     13.17,    0.3381
77,     13.33,    0.3385
78,      13.5,    0.3434
79,     13.67,     0.347
80,     13.83,     0.352
81,        14,    0.3532
82,     14.17,    0.3613
83,     14.33,     0.366
84,      14.5,    0.3668
85,     14.67,    0.3711
86,     14.83,    0.3757
87,        15,    0.3782
88,     15.17,    0.3825
89,     15.33,    0.3879
90,      15.5,    0.3928
91,     15.67,     0.393
92,     15.83,    0.4024
93,        16,    0.4052
94,     16.17,    0.4101
95,     16.33,    0.4095
96,      16.5,    0.4163
97,     16.67,    0.4166
98,     16.83,    0.4236
99,        17,    0.4275
100,     17.17,    0.4291
101,     17.33,    0.4336
102,      17.5,    0.4393
103,     17.67,    0.4425
104,     17.83,    0.4458
105,        18,    0.4487
106,     18.17,    0.4542
107,     18.33,    0.4595
108,      18.5,     0.461
109,     18.67,     0.465
110,     18.83,    0.4671
111,        19,    0.4735
112,     19.17,     0.476
113,     19.33,    0.4815
114,      19.5,    0.4802
115,     19.67,    0.4851
116,     19.83,     0.489
117,        20,    0.4948
118,     20.17,     0.497
119,     20.33,       0.5
120,      20.5,    0.5038
121,     20.67,    0.5105
122,     20.83,    0.5147
123,        21,    0.5189
124,     21.17,    0.5216
125,     21.33,    0.5241
126,      21.5,     0.527
127,     21.67,    0.5305
128,     21.83,    0.5338
129,        22,    0.5384
130,     22.17,    0.5423
131,     22.33,    0.5461
132,      22.5,    0.5491
133,     22.67,    0.5562
134,     22.83,    0.5586
135,        23,    0.5612
136,     23.17,    0.5612
137,     23.33,    0.5681
138,      23.5,    0.5712
139,     23.67,    0.5754
140,     23.83,      0.58
141,        24,    0.5823
142,     24.17,    0.5855
143,     24.33,    0.5885
144,      24.5,    0.5929
145,     24.67,    0.5928
146,     24.83,    0.5995
147,        25,    0.6007
148,     25.17,    0.6062
149,     25.33,    0.6087
150,      25.5,    0.6105
151,     25.67,    0.6146
152,     25.83,     0.618
153,        26,    0.6221
154,     26.17,    0.6251
155,     26.33,    0.6296
156,      26.5,    0.6353
157,     26.67,    0.6383
158,     26.83,    0.6424
159,        27,    0.6479
160,     27.17,    0.6506
161,     27.33,     0.653
162,      27.5,    0.6553
163,     27.67,    0.6582
164,     27.83,     0.663
165,        28,    0.6627
166,     28.17,    0.6647
167,     28.33,    0.6728
168,      28.5,    0.6739
169,     28.67,    0.6766
170,     28.83,    0.6903
171,        29,    0.6838
172,     29.17,    0.6834
173,     29.33,    0.6921
174,      29.5,    0.6981
175,     29.67,     0.694
176,     29.83,     0.703
177,        30,     0.707
178,     30.17,    0.7134
179,     30.33,    0.7141
180,      30.5,    0.7132
181,     30.67,    0.7162
182,     30.83,    0.7184
183,        31,    0.7249
184,     31.17,    0.7318
185,     31.33,      0.73
186,      31.5,    0.7322
187,     31.67,    0.7421
188,     31.83,    0.7407
189,        32,     0.743
190,     32.17,    0.7463
191,     32.33,    0.7503
192,      32.5,    0.7552
193,     32.67,    0.7585
194,     32.83,    0.7586
195,        33,    0.7645
196,     33.17,    0.7601
197,     33.33,    0.7692
198,      33.5,    0.7779
199,     33.67,    0.7758
200,     33.83,    0.7789
201,        34,    0.7827
202,     34.17,    0.7914
203,     34.33,    0.7947
204,      34.5,    0.7925
205,     34.67,    0.7967
206,     34.83,    0.7991
207,        35,    0.7943
208,     35.17,    0.8004
209,     35.33,    0.8013
210,      35.5,    0.8086
211,     35.67,    0.8173
212,     35.83,    0.8179
213,        36,    0.8194
214,     36.17,    0.8217
215,     36.33,    0.8242
216,      36.5,    0.8284
217,     36.67,    0.8278
218,     36.83,    0.8368
219,        37,    0.8348
220,     37.17,    0.8428
221,     37.33,    0.8461
222,      37.5,    0.8436
223,     37.67,    0.8433
224,     37.83,    0.8544
225,        38,    0.8551
226,     38.17,    0.8549
227,     38.33,    0.8609
228,      38.5,     0.864
229,     38.67,    0.8638
230,     38.83,    0.8612
231,        39,    0.8708
232,     39.17,    0.8722
233,     39.33,    0.8775
234,      39.5,    0.8819
235,     39.67,    0.8847
236,     39.83,    0.8858
237,        40,      0.89
238,     40.17,    0.8939
239,     40.33,    0.8931
240,      40.5,    0.9017
241,     40.67,    0.9057
242,     40.83,    0.9065
243,        41,     0.905
244,     41.17,     0.909
245,     41.33,    0.9119
246,      41.5,    0.9145
247,     41.67,    0.9137
248,     41.83,    0.9249
249,        42,    0.9177
250,     42.17,    0.9293
251,     42.33,    0.9236
