,time,abs
0,       0.5,  0.002565
1,    0.6667,  0.003556
2,    0.8333,  0.003303
3,         1,  0.003087
4,     1.167,  0.006368
5,     1.333,  0.004914
6,       1.5,  0.006196
7,     1.667,  0.005967
8,     1.833,  0.007647
9,         2,  0.008236
10,     2.167,   0.01044
11,     2.333,  0.009602
12,       2.5,   0.01094
13,     2.667,   0.01198
14,     2.833,   0.01225
15,         3,   0.01346
16,     3.167,   0.01362
17,     3.333,    0.0129
18,       3.5,   0.01569
19,     3.667,   0.01634
20,     3.833,   0.01686
21,         4,   0.01518
22,     4.167,    0.0172
23,     4.333,   0.01794
24,       4.5,   0.01734
25,     4.667,    0.0174
26,     4.833,   0.02034
27,         5,   0.01834
28,     5.167,      0.02
29,     5.333,   0.02114
30,       5.5,   0.02349
31,     5.667,   0.02186
32,     5.833,   0.02435
33,         6,   0.02439
34,     6.167,   0.02523
35,     6.333,   0.02389
36,       6.5,   0.02548
37,     6.667,   0.02522
38,     6.833,   0.02602
39,         7,   0.02638
40,     7.167,   0.02818
41,     7.333,   0.03056
42,       7.5,   0.02991
43,     7.667,   0.02939
44,     7.833,   0.03057
45,         8,   0.02975
46,     8.167,   0.03042
47,     8.333,    0.0323
48,       8.5,   0.03306
49,     8.667,   0.03562
50,     8.833,   0.03489
51,         9,   0.03388
52,     9.167,   0.03598
53,     9.333,    0.0356
54,       9.5,   0.03639
55,     9.667,   0.03888
56,     9.833,   0.04087
57,        10,   0.04057
58,     10.17,   0.03961
59,     10.33,   0.04042
60,      10.5,   0.04208
61,     10.67,    0.0414
62,     10.83,   0.04188
63,        11,   0.04457
64,     11.17,     0.046
65,     11.33,    0.0458
66,      11.5,   0.04503
67,     11.67,   0.04594
68,     11.83,   0.04685
69,        12,   0.04674
70,     12.17,   0.04819
71,     12.33,   0.04733
72,      12.5,   0.04849
73,     12.67,   0.04842
74,     12.83,    0.0495
75,        13,   0.04978
76,     13.17,   0.05141
77,     13.33,   0.05379
78,      13.5,   0.05745
79,     13.67,   0.05393
80,     13.83,   0.05391
81,        14,    0.0547
82,     14.17,   0.05612
83,     14.33,   0.05668
84,      14.5,   0.05586
85,     14.67,   0.05851
