,time,abs
0,       0.5,  0.008692
1,    0.6667,   0.01011
2,    0.8333,   0.01089
3,         1,   0.01454
4,     1.167,   0.01868
5,     1.333,   0.02051
6,       1.5,    0.0236
7,     1.667,   0.02764
8,     1.833,   0.02772
9,         2,   0.03071
10,     2.167,   0.03367
11,     2.333,   0.03807
12,       2.5,   0.04013
13,     2.667,   0.04171
14,     2.833,   0.04467
15,         3,   0.04686
16,     3.167,    0.0472
17,     3.333,   0.05254
18,       3.5,   0.05278
19,     3.667,   0.05449
20,     3.833,   0.05864
21,         4,   0.06172
22,     4.167,   0.06443
23,     4.333,   0.06764
24,       4.5,   0.07055
25,     4.667,   0.07081
26,     4.833,   0.07403
27,         5,   0.07637
28,     5.167,   0.07836
29,     5.333,   0.07968
30,       5.5,   0.08262
31,     5.667,   0.08402
32,     5.833,   0.09033
33,         6,   0.09088
34,     6.167,   0.09407
35,     6.333,   0.09757
36,       6.5,   0.09818
37,     6.667,    0.1009
38,     6.833,    0.1031
39,         7,    0.1075
40,     7.167,    0.1083
41,     7.333,    0.1118
42,       7.5,    0.1163
43,     7.667,    0.1156
44,     7.833,    0.1196
45,         8,    0.1197
46,     8.167,    0.1234
47,     8.333,    0.1256
48,       8.5,    0.1267
49,     8.667,    0.1286
50,     8.833,    0.1336
51,         9,    0.1345
52,     9.167,    0.1382
53,     9.333,    0.1407
54,       9.5,    0.1437
55,     9.667,    0.1442
56,     9.833,    0.1466
57,        10,    0.1499
58,     10.17,    0.1511
59,     10.33,    0.1533
60,      10.5,    0.1566
61,     10.67,    0.1585
62,     10.83,    0.1616
63,        11,     0.163
64,     11.17,    0.1672
65,     11.33,    0.1694
66,      11.5,    0.1715
67,     11.67,    0.1738
68,     11.83,    0.1759
69,        12,    0.1815
70,     12.17,    0.1806
71,     12.33,     0.184
72,      12.5,    0.1872
73,     12.67,    0.1877
74,     12.83,    0.1899
75,        13,    0.1924
76,     13.17,    0.1967
77,     13.33,    0.1974
78,      13.5,    0.2026
79,     13.67,    0.2018
80,     13.83,    0.2047
81,        14,    0.2047
82,     14.17,    0.2096
83,     14.33,    0.2136
84,      14.5,    0.2154
85,     14.67,     0.217
86,     14.83,    0.2192
87,        15,    0.2225
88,     15.17,    0.2241
89,     15.33,    0.2238
90,      15.5,    0.2295
91,     15.67,    0.2302
92,     15.83,    0.2335
93,        16,    0.2365
94,     16.17,    0.2387
95,     16.33,    0.2388
96,      16.5,    0.2413
97,     16.67,     0.244
98,     16.83,    0.2462
99,        17,     0.249
100,     17.17,    0.2528
101,     17.33,    0.2525
102,      17.5,    0.2564
103,     17.67,    0.2589
104,     17.83,    0.2596
105,        18,    0.2651
106,     18.17,    0.2663
107,     18.33,    0.2684
108,      18.5,    0.2682
109,     18.67,    0.2742
110,     18.83,    0.2762
111,        19,    0.2771
112,     19.17,    0.2781
113,     19.33,    0.2831
114,      19.5,    0.2838
115,     19.67,    0.2847
116,     19.83,     0.287
117,        20,    0.2935
118,     20.17,    0.2949
119,     20.33,    0.2955
120,      20.5,    0.2972
121,     20.67,    0.2998
122,     20.83,    0.3019
123,        21,    0.3048
124,     21.17,    0.3072
125,     21.33,    0.3095
126,      21.5,    0.3126
127,     21.67,    0.3136
128,     21.83,     0.317
129,        22,     0.317
130,     22.17,    0.3211
131,     22.33,     0.323
132,      22.5,    0.3222
133,     22.67,    0.3249
