,time,abs
0,       0.5,  0.006779
1,    0.6667,  0.007473
2,    0.8333,  0.008824
3,         1,   0.01424
4,     1.167,   0.01563
5,     1.333,   0.01727
6,       1.5,   0.01908
7,     1.667,    0.0226
8,     1.833,   0.02612
9,         2,   0.02639
10,     2.167,   0.02921
11,     2.333,   0.03064
12,       2.5,   0.03297
13,     2.667,   0.03591
14,     2.833,   0.03913
15,         3,   0.03966
16,     3.167,     0.043
17,     3.333,   0.04572
18,       3.5,   0.04624
19,     3.667,   0.05025
20,     3.833,   0.05207
21,         4,   0.05474
22,     4.167,   0.05568
23,     4.333,   0.05625
24,       4.5,   0.05931
25,     4.667,   0.06331
26,     4.833,   0.06307
27,         5,   0.06847
28,     5.167,   0.06977
29,     5.333,   0.07106
30,       5.5,   0.07385
31,     5.667,   0.07609
32,     5.833,   0.07851
33,         6,   0.08093
34,     6.167,   0.08242
35,     6.333,   0.08475
36,       6.5,   0.08569
37,     6.667,   0.08975
38,     6.833,   0.09235
39,         7,   0.09419
40,     7.167,   0.09465
41,     7.333,   0.09831
42,       7.5,    0.1005
43,     7.667,    0.1034
44,     7.833,    0.1029
45,         8,    0.1062
46,     8.167,    0.1093
47,     8.333,    0.1101
48,       8.5,    0.1135
49,     8.667,    0.1159
50,     8.833,    0.1186
51,         9,    0.1186
52,     9.167,    0.1203
53,     9.333,    0.1256
54,       9.5,    0.1268
55,     9.667,    0.1281
56,     9.833,    0.1302
57,        10,    0.1329
58,     10.17,    0.1375
59,     10.33,    0.1372
60,      10.5,    0.1376
61,     10.67,    0.1414
62,     10.83,    0.1438
63,        11,    0.1455
64,     11.17,    0.1495
65,     11.33,     0.151
66,      11.5,     0.152
67,     11.67,     0.155
68,     11.83,    0.1583
69,        12,    0.1591
70,     12.17,    0.1617
71,     12.33,    0.1628
72,      12.5,    0.1655
73,     12.67,    0.1664
74,     12.83,    0.1678
75,        13,    0.1715
76,     13.17,    0.1754
77,     13.33,    0.1762
78,      13.5,    0.1785
79,     13.67,    0.1796
80,     13.83,    0.1804
81,        14,    0.1875
82,     14.17,     0.186
83,     14.33,    0.1886
84,      14.5,    0.1926
85,     14.67,    0.1933
86,     14.83,    0.1967
87,        15,    0.1984
88,     15.17,    0.1982
89,     15.33,    0.1994
90,      15.5,    0.2044
91,     15.67,    0.2034
92,     15.83,    0.2087
93,        16,    0.2083
94,     16.17,    0.2104
95,     16.33,    0.2162
96,      16.5,    0.2135
97,     16.67,    0.2184
98,     16.83,    0.2202
99,        17,    0.2244
100,     17.17,    0.2236
101,     17.33,    0.2276
102,      17.5,    0.2302
103,     17.67,    0.2315
104,     17.83,    0.2337
105,        18,    0.2346
106,     18.17,    0.2385
107,     18.33,    0.2399
108,      18.5,    0.2413
