,time,abs
0,       0.5,  0.002043
1,    0.6667,  0.003454
2,    0.8333,  0.003175
3,         1,  0.004509
4,     1.167,  0.005026
5,     1.333,  0.005311
6,       1.5,  0.005399
7,     1.667,  0.005852
8,     1.833,  0.007558
9,         2,  0.007692
10,     2.167,  0.007566
11,     2.333,  0.009034
12,       2.5,  0.007093
13,     2.667,  0.009544
14,     2.833,    0.0116
15,         3,    0.0133
16,     3.167,   0.01105
17,     3.333,   0.01279
18,       3.5,   0.01425
19,     3.667,   0.01308
20,     3.833,   0.01294
21,         4,   0.01644
22,     4.167,   0.01517
23,     4.333,   0.01647
24,       4.5,   0.01931
25,     4.667,   0.01939
26,     4.833,   0.02047
27,         5,   0.01883
28,     5.167,   0.01987
29,     5.333,   0.02042
30,       5.5,   0.02141
31,     5.667,   0.02115
32,     5.833,   0.02204
33,         6,   0.02141
34,     6.167,   0.02458
35,     6.333,   0.02383
36,       6.5,   0.02426
37,     6.667,   0.02455
38,     6.833,   0.02497
39,         7,   0.02529
40,     7.167,   0.02731
41,     7.333,   0.02818
42,       7.5,   0.02799
43,     7.667,   0.02936
44,     7.833,   0.02953
45,         8,   0.03072
46,     8.167,   0.03118
47,     8.333,   0.03211
48,       8.5,   0.03231
49,     8.667,   0.03206
50,     8.833,   0.03397
51,         9,   0.03486
52,     9.167,   0.03427
53,     9.333,   0.03371
54,       9.5,    0.0358
55,     9.667,   0.03604
56,     9.833,   0.03827
57,        10,   0.03732
58,     10.17,   0.03755
59,     10.33,   0.03859
60,      10.5,   0.03936
61,     10.67,   0.03937
62,     10.83,   0.04063
63,        11,    0.0419
64,     11.17,   0.04448
65,     11.33,   0.04314
66,      11.5,   0.04248
67,     11.67,   0.04363
68,     11.83,   0.04585
69,        12,   0.04587
70,     12.17,   0.04735
71,     12.33,   0.04709
72,      12.5,    0.0487
73,     12.67,   0.04592
74,     12.83,   0.04713
75,        13,   0.04911
76,     13.17,   0.05088
77,     13.33,   0.05045
78,      13.5,   0.05079
79,     13.67,   0.04901
80,     13.83,   0.05283
81,        14,   0.05224
82,     14.17,   0.05391
83,     14.33,   0.05646
84,      14.5,   0.05554
85,     14.67,   0.05541
86,     14.83,   0.05555
87,        15,   0.05732
88,     15.17,   0.05749
89,     15.33,   0.05542
90,      15.5,   0.06007
91,     15.67,   0.05917
92,     15.83,   0.05978
93,        16,   0.05983
94,     16.17,   0.05894
95,     16.33,   0.06093
96,      16.5,   0.06295
97,     16.67,   0.06237
98,     16.83,   0.06464
99,        17,   0.06364
100,     17.17,   0.06476
101,     17.33,   0.06625
102,      17.5,   0.06599
103,     17.67,   0.06742
104,     17.83,   0.06783
105,        18,   0.06716
106,     18.17,   0.06821
107,     18.33,    0.0689
108,      18.5,    0.0693
109,     18.67,   0.06888
110,     18.83,   0.07162
111,        19,   0.07013
112,     19.17,   0.07247
113,     19.33,   0.07065
114,      19.5,   0.07271
115,     19.67,    0.0733
116,     19.83,   0.07484
117,        20,   0.07396
118,     20.17,   0.07541
119,     20.33,   0.07623
120,      20.5,   0.07592
121,     20.67,   0.07662
122,     20.83,   0.07778
123,        21,   0.07944
124,     21.17,    0.0789
125,     21.33,   0.08003
126,      21.5,   0.08048
127,     21.67,   0.08226
128,     21.83,   0.08127
129,        22,   0.08405
130,     22.17,   0.08324
131,     22.33,    0.0835
132,      22.5,   0.08582
133,     22.67,   0.08339
134,     22.83,   0.08532
135,        23,   0.08579
136,     23.17,   0.08878
137,     23.33,    0.0862
