,Plate,Column,Row,slope,slope stderr,int,int stderr,RSQ
0,plate01,4,A,0.0006892874509949295,0.00011911834383218459,2.9392769855006756e-05,0.00023906537177409187,0.6906224503358205
1,plate01,4,B,0.001164624799101416,0.000169522519789708,9.539641436490111e-05,0.0003402243826256706,0.7588319807503806
2,plate01,4,C,0.0022618514081200374,0.00012252782579978545,-0.00027176016790442275,0.0002459080348548469,0.9578376830119735
3,plate01,4,D,0.0028068759826016536,0.00015510651842279673,0.00020594683203218022,0.0003112920393772925,0.9562019820866231
4,plate01,4,E,0.004525029898210732,0.00015138971142224814,-0.00020956510809023106,0.0003038325857162021,0.9834876086836808
5,plate01,4,F,0.005556703498066499,0.00014772399062950022,0.00018448362287137813,0.0002964756601254209,0.9895099158433143
6,plate01,4,G,0.007358213216700581,0.00015183281395439118,4.179812444142281e-05,0.00030472218624422854,0.993653799915526
7,plate01,4,H,0.010233863827842058,0.00011849679002838074,0.00048553919251171084,0.00023781796222573738,0.9979929747884206
8,plate01,5,A,0.00037006220135040065,0.00011412872680450207,0.00026668066943670305,0.00022905141355569677,0.4120827526465072
9,plate01,5,B,0.0010241904695353077,0.0001435510253125368,6.82973813370038e-05,0.00028810066688230975,0.7723950453811594
10,plate01,5,C,0.0018553876247729036,0.0001480498144941572,0.0001741490482061148,0.0002971295573042013,0.9128189255398584
11,plate01,5,D,0.0028339473446894014,0.00014754562116392565,1.9727199720758777e-05,0.00029611780811069515,0.9609291693612253
12,plate01,5,E,0.005330292682723449,0.0001617192841712755,-1.0307746655619556e-05,0.00032456421434567614,0.9863805171471268
13,plate01,5,F,0.007997843190565049,0.00010602702763118306,-2.1634088348445015e-05,0.00021279144777988323,0.997370748732433
14,plate01,5,G,0.012545117288795055,0.00010735205405072558,0.00022490172512357277,0.00021545086227954289,0.9989028010272148
15,plate01,5,H,0.020367504750971273,0.00018850025926487384,0.0003097635199810053,0.0003783117837135558,0.9987168382649871
16,plate01,6,A,0.003170023350770469,0.0001301920785953422,0.00016664012739581077,0.0002612898575258707,0.975323480003908
17,plate01,6,B,0.005330299338313613,0.0001346927090659327,8.515061898702869e-05,0.0002703223880561914,0.9905128374148305
18,plate01,6,C,0.008264411728683677,0.00016398904851120595,0.00016988703835976236,0.0003291189689211013,0.9941286274457548
19,plate01,6,D,0.010138597362200205,0.00011096187676756901,0.00011519624333034773,0.00022269563670866617,0.998206494028737
20,plate01,6,E,0.013022215549068789,0.00011947766714646247,0.0004785651798851271,0.00023978646362417,0.9987389079439605
21,plate01,6,F,0.014715373707438778,0.00013723133365334172,0.00031340868996250785,0.0002754173021683786,0.9986971661891672
22,plate01,6,G,0.016853601669574145,0.0001525489561559634,0.00016863510378721858,0.0003061591860877254,0.9987725865006698
23,plate01,6,H,0.020319990058203063,0.00013696750852060786,-2.4302026588873815e-05,0.0002748887842879848,0.9993189402867859
24,plate06,4,A,0.0008348838483020492,0.00011272846572833031,0.00010641618909931572,0.00022624114417926354,0.7852573822037473
25,plate06,4,B,0.0016740206075456863,0.00012399711891262236,0.0003388117481476471,0.0002488568461598287,0.9239593657593389
26,plate06,4,C,0.0031879227852566034,0.00012766757341778744,0.00022100061642512078,0.00025622328817235824,0.9765083922833291
27,plate06,4,D,0.004601261242835344,0.00015067926598291088,0.00025755828722747213,0.00030240677992285223,0.9841687850510086
28,plate06,4,E,0.008078112065263342,0.00013320791627130716,0.00013885182335515495,0.0002673425451658005,0.9959377720319188
29,plate06,4,F,0.011481965910496217,0.00015692913162505736,-1.543740464482468e-05,0.0003149496980196121,0.9972058827630401
30,plate06,4,G,0.01666509457628432,8.60013756174183e-05,3.399984358510605e-05,0.00017260108518475704,0.9996006873767543
31,plate06,4,H,0.02413927694149205,0.00014516323784348467,-0.00015699089189728793,0.0002913364533964611,0.9994578464177066
32,plate06,5,A,-5.527569520177725e-05,0.0001273259672514587,0.0005236863289619896,0.0002555377007768982,0.012408536931445613
33,plate06,5,B,0.0001588382226877411,0.00010351725600980315,0.0001981234770058314,0.00020775465194982314,0.1356670378972088
34,plate06,5,C,0.00041151567113995713,0.00017247474149524342,0.00021224065195605437,0.0003461493356330626,0.27510827548650396
35,plate06,5,D,0.0008626508564690688,0.0001450005057804518,-0.00030556112899979125,0.0002910097398528028,0.7023461990803946
36,plate06,5,E,0.0014869267522140647,0.0001384803194814129,0.000132444354872852,0.0002779240097059993,0.8848748667760341
37,plate06,5,F,0.0023192633849905596,0.00010474270610455549,-0.00016208717176474915,0.00021021408492971006,0.9703140457188011
38,plate06,5,G,0.0038591420570732765,7.37824239990025e-05,8.406585441294727e-05,0.00014807809333539445,0.9945469350035929
39,plate06,5,H,0.0071515339486904386,0.00010825142306968549,0.0002892436142600164,0.0002172559132598486,0.996574926876634
40,plate06,6,A,0.00023867299982266557,0.00014967365160237087,-4.0042415283991715e-06,0.00030038864295265765,0.1449490513069973
41,plate06,6,B,0.000520272720986755,0.000158891090508198,-8.744940547115942e-05,0.0003188875422843017,0.41683443179632995
42,plate06,6,C,0.0009532811898115453,0.00014590076047151228,0.0002692050045150622,0.000292816511596496,0.7399899399172107
43,plate06,6,D,0.0014165689459057743,0.00012264771735358854,0.000348535037510357,0.00024614865126256787,0.8989219774350099
44,plate06,6,E,0.0032220446079672415,0.00011644808727524048,2.2079825580472737e-06,0.0002337068353860149,0.980783858347321
45,plate06,6,F,0.005111942953497868,0.00012286826594377475,-0.00015987799628662354,0.00024659131049392695,0.9914088453710005
46,plate06,6,G,0.009076031456741355,0.00013085558087294567,0.00032260751219348834,0.00026262151523601975,0.9968916353124194
47,plate06,6,H,0.018251044211459063,0.00010866916934193526,-0.00015572323132370455,0.00021809441396525178,0.9994685064395245
