,Plate,Column,Row,slope,slope stderr,int,int stderr,RSQ
0,plate01,2,A,0.0018881242580469312,8.91940112769888e-06,0.00013122536761478126,1.7900851598256412e-05,0.9996653767157558
1,plate01,2,B,0.003511327480511892,1.3975366230926767e-05,0.00020461508457934839,2.804795242913556e-05,0.9997624408758293
2,plate01,2,C,0.00614004084799601,1.8417717610496176e-05,0.00026484393652425155,3.6963558579451185e-05,0.9998650535022653
3,plate01,2,D,0.008166251995812073,1.886795532692809e-05,0.0002696131757782844,3.786716631761342e-05,0.9999199317478606
4,plate01,2,E,0.012123838690510414,1.4892853106181991e-05,0.00021378351649241434,2.9889312536685017e-05,0.9999773662104665
5,plate01,2,F,0.014981269443718151,1.0207099760475048e-05,0.000140692660206189,2.0485215075309187e-05,0.9999930370094603
6,plate01,2,G,0.018122357581299632,4.410825276918393e-06,6.161654216224526e-05,8.852350958718372e-06,0.9999991114039426
7,plate01,2,H,0.020668720889727002,1.8290815634378425e-06,1.2822095772765392e-05,3.6709139801320636e-06,0.9999998825269524
8,plate01,3,A,0.0005713609500822879,8.194625371559922e-07,1.1634898272322653e-05,1.6446261022563506e-06,0.9999691457262995
9,plate01,3,B,0.0011087608661909572,1.4861819791140166e-06,2.1338240201552714e-05,2.9827028001344748e-06,0.9999730506829186
10,plate01,3,C,0.002093121236904696,2.4602911883003894e-06,3.580531819949063e-05,4.9376978609272e-06,0.9999792763373654
11,plate01,3,D,0.002972692443452333,3.1470629196265653e-06,4.500556927007011e-05,6.316019787317945e-06,0.9999831889344727
12,plate01,3,E,0.005123709821638193,4.077597769472802e-06,5.690211985129123e-05,8.183563156463626e-06,0.9999904999206309
13,plate01,3,F,0.007204772952763306,4.154192225388059e-06,5.728478500176186e-05,8.337287694715724e-06,0.9999950131971518
14,plate01,3,G,0.01034586018383709,3.056801903568741e-06,4.262209699967054e-05,6.134874686964426e-06,0.9999986905352023
15,plate01,3,H,0.0139816285104197,1.3144779782689726e-06,1.5740248667824923e-05,2.638091343420189e-06,0.9999998674198518
16,plate01,4,A,0.000642881634485528,9.89687698379064e-07,1.4041652722876857e-05,1.9862607057567282e-06,0.9999644523880137
17,plate01,4,B,0.001184184391436296,1.4876252194495852e-06,2.16367689407371e-05,2.9856000966278227e-06,0.999976328280087
18,plate01,4,C,0.0020430928294354086,1.9092659536175905e-06,2.758386950210336e-05,3.83181302996206e-06,0.9999869009036596
19,plate01,4,D,0.0026930803255475026,1.973216755583543e-06,2.763326094243836e-05,3.96016209095935e-06,0.9999919473501827
20,plate01,4,E,0.003942850716395673,1.6438821124951034e-06,2.1421866005667642e-05,3.2992017702736035e-06,0.9999973925811316
21,plate01,4,F,0.004835171682672286,1.1565454053911595e-06,1.4247303891365928e-05,2.3211378098980653e-06,0.9999991417921874
22,plate01,4,G,0.005818417736535931,4.5271929362120573e-07,4.139673917708082e-06,9.085917509319203e-07,0.9999999091889
23,plate01,4,H,0.00661854978800748,6.770184551949517e-07,3.3281277027979205e-07,1.3588174199552298e-06,0.9999998429651987
24,plate01,5,A,0.0004795157111260525,5.854091439164469e-07,8.272578470446079e-06,1.174890804803444e-06,0.9999776439308043
25,plate01,5,B,0.0009415803144065547,1.0657073144779088e-06,1.5350960620578147e-05,2.1388283445316225e-06,0.999980784858802
26,plate01,5,C,0.0018160383706303102,1.9937156140942584e-06,2.8001888210096047e-05,4.001301767893711e-06,0.9999819216064373
27,plate01,5,D,0.002630625575228297,2.6525853323256507e-06,3.760545275645417e-05,5.323624540990323e-06,0.9999847487551172
28,plate01,5,E,0.0047680254050748066,4.0653015799911604e-06,5.6761895356861305e-05,8.158880374779197e-06,0.9999890957926999
29,plate01,5,F,0.007064275286332347,4.432788889468918e-06,6.351365787778063e-05,8.896412529900955e-06,0.9999940938144758
30,plate01,5,G,0.011042066800028158,4.695341306049287e-06,6.122966131534888e-05,9.42335016460566e-06,0.9999972877760619
31,plate01,5,H,0.01664088603015613,2.871704382956532e-06,3.5559122777843356e-05,5.763373034650508e-06,0.9999995533039453
32,plate01,6,A,0.0029805867974937966,2.144705105327097e-05,0.00031376772336770336,4.304330142706029e-05,0.9992239572099225
33,plate01,6,B,0.005168543903802554,2.6729314931588496e-05,0.00038229364931257064,5.36445804480202e-05,0.9995989889721019
34,plate01,6,C,0.0080801795264183,2.3697872524075004e-05,0.00033570851177181166,4.756060137636795e-05,0.9998709933996625
35,plate01,6,D,0.009889336597660751,1.861481320196118e-05,0.00026182624247010183,3.735912748136448e-05,0.9999468563796817
36,plate01,6,E,0.012628682680295236,9.385951303694279e-06,0.00012846158110939242,1.883720273102257e-05,0.9999917143184993
37,plate01,6,F,0.014137345601166725,4.4211868036142e-06,6.29029240736322e-05,8.873125308314168e-06,0.9999985329948109
38,plate01,6,G,0.015488114277346487,1.8653152056328513e-06,1.9290738370736555e-05,3.743611057024882e-06,0.9999997824271246
39,plate01,6,H,0.016405714125662336,1.6987849160838104e-06,2.8298732637847293e-06,3.4094000045025217e-06,0.9999998391660598
40,plate01,7,A,0.00022288982445843486,1.2465567162848518e-07,1.7701671237622884e-06,2.5017857348562256e-07,0.999995308272008
41,plate01,7,B,0.00044146502457261,2.46480303066175e-07,3.4682106655218122e-06,4.946754750970138e-07,0.9999953241224961
42,plate01,7,C,0.0008662921439330432,4.75826361486143e-07,6.598396966962401e-06,9.549614314458347e-07,0.9999954746188251
43,plate01,7,D,0.0012755636708765387,6.388449265248975e-07,9.112181606964603e-06,1.282134349182788e-06,0.9999962375126916
44,plate01,7,E,0.002416644622822147,1.0802234288906146e-06,1.590806117490191e-05,2.167960883562681e-06,0.999997002974885
